,name,ingredients,cuisine
6,"Honey, sesame & orange king prawns","2 tsp sesame oil 1 large orange , zested and juiced 3 tbsp honey 2 tbsp low-salt soy sauce 1 tbsp rice vinegar 3 tbsp cornflour 2 tbsp sesame seeds generous pinch of Chinese five-spice powder 300g raw king prawns 3 tbsp sunflower or vegetable oil 1 garlic clove , thinly sliced 2 spring onions , sliced 200g long-grain rice , cooked, to serve",chinese-recipes
7,Spicy Sichuan-style prawns,"1 ½ tbsp groundnut oil 2cm piece ginger , finely chopped 2 garlic cloves , coarsely chopped 1 spring onion , finely chopped 450g raw prawns , shelled and de-veined 1 tbsp tomato purée 3 tsp chilli bean sauce 2 tsp Chinese black vinegar or cider vinegar 2 tsp golden caster sugar 2 tsp sesame oil handful coriander leaves, to serve sliced spring onion , to serve",chinese-recipes
8,Chow mein,"225g dried or fresh egg noodles 1 tbsp sesame oil, plus 1 tsp 100g boneless, skinless chicken breasts, cut into fine shreds 2½ tbsp groundnut oil 2 garlic cloves, finely chopped 50g mangetout, finely shredded 50g prosciutto or cooked ham, finely shredded 2 tsp light soy sauce 2 tsp dark soy sauce 1 tbsp Shaohsing rice wine or dry sherry ½ tsp freshly ground white pepper ½ tsp golden caster sugar 2 spring onions, finely chopped 2 tsp light soy sauce 2 tsp Shaoxing rice wine or dry Sherry 1 tsp sesame oil ½ tsp freshly ground white pepper",chinese-recipes
9,Cashew chicken,"450g boneless, skinless chicken breasts , cut into large chunks 1 egg white 1 tsp sesame oil 2 tsp cornflour 300ml groundnut oil or water, plus 2 tsp groundnut oil 100g cashew nuts 1 tbsp Shaoxing rice wine or dry Sherry 1 tbsp light soy sauce 1 shredded spring onion , to garnish",chinese-recipes
10,Pineapple fried rice,"1½ tbsp sunflower or vegetable oil 2 eggs , beaten 2 garlic cloves , crushed small bunch of spring onions , chopped 1⁄2 tsp Chinese five-spice powder 400g cooked long-grain rice 85g frozen peas 2 tsp sesame oil 2 tbsp low-salt soy sauce 400g fresh pineapple , roughly chopped into chunks (about 1⁄2 medium pineapple)",chinese-recipes
11,Stir-fried beef with oyster sauce,"450g lean beef steak 1 tbsp light soy sauce 2 tsp sesame oil 1 tbsp Shaoxing rice wine or dry Sherry 2 tsp cornflour 3 tbsp groundnut oil 1 red pepper, cut into chunky dice 1 green pepper, cut into chunky dice 3 tbsp oyster sauce 2 spring onions, finely shredded, to garnish",chinese-recipes
12,Gunpowder chicken with dried red chillies & peanuts,"12 boneless, skinless  chicken thighs (about 900g), cut into pieces 1 tbsp dark soy sauce 2 tbsp vegetable oil 15 whole dried bird's-eye chillies 1 tsp Sichuan peppercorn , ground bunch spring onions , cut into 2.5cm pieces 50g whole  roasted peanut 5 tbsp dark soy sauce 2 tbsp Shaohsing rice wine 4 tbsp Chinese black  vinegar 4 tbsp chicken stock 1 tbsp caster sugar 1 tbsp cornflour , mixed into 1 tbsp water",chinese-recipes
13,"Sea bass with sizzled ginger, chilli & spring onions","6 x sea bass  fillets, about 140g/5oz each, skin on and scaled  about 3 tbsp sunflower oil large knob of ginger, peeled and shredded into matchsticks 3 garlic cloves, thinly sliced 3 fat, fresh red chillies deseeded and thinly shredded  bunch spring onion, shredded long-ways 1 tbsp soy sauce",chinese-recipes
14,Chinese-style braised beef one-pot,"3-4 tbsp olive oil 6 garlic cloves, thinly sliced good thumb-size piece fresh root ginger, peeled and shredded 1 bunch spring onions, sliced 1 red chilli, deseeded and thinly sliced 1 ½kg braising beef, cut into large pieces (we used ox cheek) 2 tbsp plain flour, well seasoned 1 tsp Chinese five-spice powder 2 star anise (optional) 2 tsp light muscovado sugar (or use whatever you've got) 3 tbsp Chinese cooking wine or dry sherry 3 tbsp dark soy sauce, plus more to serve 500ml beef stock (we used Knorr Touch of Taste) steamed bok choi and steamed basmati rice, to serve",chinese-recipes
15,Crispy chilli beef,"350g thin-cut  minute steak, very thinly sliced into strips 3 tbsp cornflour 2 tsp Chinese five-spice powder 100ml vegetable oil 1 red pepper, thinly sliced 1 red chilli, thinly sliced 4 spring onions, sliced, green and white parts separated 2 garlic cloves, crushed thumb-sized piece  ginger, cut into matchsticks 4 tbsp rice wine vinegar or white wine vinegar 1 tbsp soy sauce 2 tbsp sweet chilli sauce 2 tbsp tomato ketchup cooked noodles, to serve (optional) prawn crackers, to serve (optional)",chinese-recipes
16,Sticky Chinese wings & cucumber,"16 large chicken wings 125ml reduced salt soy sauce 140g dark soft brown sugar 5 tbsp white wine vinegar half cucumber , peeled into fine ribbons",chinese-recipes
17,Crisp Chinese pork,"1.3kg piece boned pork belly , skin on and scored, ask the butcher for the thin end 2 tsp Chinese five-spice powder 4 tbsp soy sauce  (we used Kikkoman) small knob fresh root ginger , grated 1 tbsp Thai sweet chilli sauce 1 spring onion , finely chopped",chinese-recipes
18,Chinese steamed bass with cabbage,"2 sea bass , or other white fish fillets 1 green or red chilli , deseeded and finely chopped 1 tsp fresh root ginger 300g green cabbage , finely shredded 2 tsp sunflower oil 1 tsp sesame oil 2 garlic cloves , thinly sliced 2 tsp low salt soy sauce",chinese-recipes
19,Chinese-style kale,"1 tbsp vegetable oil 1 large garlic clove , sliced 200g bag kale 1 tbsp soy sauce 1 tbsp oyster sauce",chinese-recipes
20,Hoisin wraps,"200g cooked turkey or chicken , cut into strips 4 tbsp hoisin sauce 2 flour tortillas ¼ cucumber , deseeded and shredded 4 spring onions , trimmed and finely shredded good handful watercress",chinese-recipes
21,Chinese-style wintery rolls,"1medium carrot , trimmed 1medium leek , trimmed, outer leaves removed ½ celeriac  or small kohlrabi, peeled 2sticks celery , trimmed 1small red onion ½ each red and  yellow pepper , cored, deseeded 1large fresh  red chilli , deseeded  2cm knob fresh  root ginger 2fat garlic cloves 25g bunch coriander , leaves picked 25g bunch flatleaf parsley , leaves picked 2-3 tbsp olive oil 1-2 tbsp soy sauce 1 tbsp sesame oil 100g mung  beansprout  or mixed bean sprouts  1 tbsp sesame seed , lightly toasted 6large spring roll wrappers (about 25cm square) 1 egg white , lightly beaten groundnut or  vegetable oil , for deep frying draining juices from  vegetables (see step 3) 1 tbsp soy sauce 1 tbsp sweet chilli sauce 2 tsp sesame oil 1 tbsp rice wine  vinegar",chinese-recipes
22,Cantonese sweet & sour chicken,"2-3 large skinless, boneless  chicken breasts , (about 400g/14oz total weight) 1 tbsp soy sauce 2 tsp sesame oil groundnut or  sunflower oil , for deep frying, plus extra for stir-frying tempura batter  (see below) 1small red pepper , cored, deseeded and roughly chopped 1medium carrot , sliced thinly on the diagonal 2fat garlic cloves , chopped 2 tsp finely chopped fresh  root ginger 3 tbsp soy sauce 3 tbsp white wine vinegar 3 tbsp sherry 1 tbsp light soft  brown sugar 1 tsp cornflour",chinese-recipes
23,Easy egg fried rice,"a mugful of American long grain rice a cupful of frozen peas 2 tbsp sunflower oil 2 back bacon  rashers, roughly chopped 1 small red pepper , chopped 2 garlic cloves , thinly sliced 2 large eggs 1 heaped tsp Chinese five-spice powder",chinese-recipes
0,Stir-fried greens with oyster sauce,100g vermicelli rice noodle 1 tbsp  soy sauce 1 tsp fish sauce 3 tbsp  oyster sauce 2 tbsp  sunflower oil 4 chopped spring onions 3 chopped garlic cloves 1 deseeded and chopped red  chilli 100g thinly sliced shiitake or  chestnut mushrooms 200g broccoli  florets 2 roughly chopped heads of  pak choi,chinese-recipes
1,Steamed pork & prawn wontons,"175g minced pork 85g peeled prawn , thawed if frozen and finely chopped 2 spring onions , chopped small 2 fat  garlic cloves , crushed 2 tsp grated  root ginger  or purée  2 tbsp  oyster sauce 1 tsp  sesame oil 5 water chestnuts  (from a can), drained and finely chopped about 36  wonton wrappers , 9cm square, thawed if frozen large  lettuce  leaves, or baking parchment, for steaming 2 tbp  soy sauce 2 tbsp  dry sherry 2 tsp grated fresh  root ginger , or purée shreds of  spring onion  or sesame seeds, to garnish",chinese-recipes
2,Special fried rice with prawns & chorizo,"100g basmati rice or long-grain rice 85g frozen pea 1 tbsp sunflower oil 1 egg , beaten 50g finely diced chorizo , bacon or ham 1 garlic clove , chopped 3 spring onions , sliced on an angle ½  red pepper , deseeded and chopped good pinch  five spice powder 1 tsp soy sauce 100g beansprout (optional) 50g peeled prawn",chinese-recipes
3,Festive golden five-spice chicken,"8 chicken thighs and 8 drumsticks, skin on 3 spring onions , shredded, to finish 4 tbsp groundnut oil 6 garlic cloves , finely chopped finger-length piece fresh root ginger , grated 4 tbsp Shaohsing rice wine or dry sherry 4 tbsp light soy sauce 4 tbsp clear honey 4 tsp five spice powder",chinese-recipes
4,Toffee & sesame bananas,"6 large bananas , peeled and quartered 8 tbsp light muscovado sugar 2 tbsp butter 200ml double cream 2 tbsp sesame seeds , toasted good-quality vanilla ice cream, to serve",chinese-recipes
5,Hoisin pork with garlic & ginger greens,"500g pork loin steak , cut into 2cm-thick slices 4 tbsp hoisin sauce 1 tbsp light soy sauce , plus a dash 350g thin-stemmed broccoli 1 tbsp sunflower oil 2 garlic cloves , thinly sliced 5cm-piece  ginger , shredded 1 bunch  spring onion , halved lengthways 350g bok choi , halved lengthways rice or noodles, to serve (optional)",chinese-recipes
6,Pork meatballs in hoisin broth,"500g pack lean  pork mince 2 tbsp soy sauce 2 tbsp cornflour 1 tsp Chinese five-spice powder 225g can water chestnut , drained, half finely chopped, half sliced 500ml chicken stock 3 tbsp hoisin sauce thumb-sized piece ginger , shredded 2 large carrots , shaved into strips with a potato peeler 8 Chinese leaves , thick part sliced, leaves shredded 300g pack beansprout bunch spring onions , cut into lengths, plus a few tops chopped to serve",chinese-recipes
7,"Shredded duck, watercress & orange salad","2 duck legs 1 tsp five-spice powder 5 tbsp rice vinegar 5 tbsp soy sauce 2 big oranges , segmented, juice reserved 2 x 100g bag watercress 200g bag radish , thinly sliced 140g pack chicory , leaves separated small bunch spring onion , sliced diagonally",chinese-recipes
8,Stir-fried pork with ginger & honey,"2 nests medium egg noodles 2 tsp cornflour 2 tbsp soy sauce 1 tbsp honey 1 tbsp sunflower oil 250g/9oz pork tenderloin, cut into bite-sized pieces thumb-sized piece ginger, finely chopped 2 garlic cloves, finely chopped 1 green pepper, deseeded and sliced 100g mange tout 1 tsp sesame seed",chinese-recipes
9,"Pork, green bean & oyster stir-fry","1 tbsp lime juice 1 tbsp chilli bean paste or chilli sauce 75ml oyster sauce 1 tsp soy sauce 2 tbsp vegetable oil 400g pork fillet , cut into thin slices 2 garlic cloves , chopped 1 red onion , cut into chunky pieces 140g green bean , halved steamed rice or noodle , to serve",chinese-recipes
10,Bok choi with oyster sauce & chilli,"2 tbsp vegetable oil 2 garlic cloves , minced 6 heads bok choi , split in half lengthways,  or 16 baby bok choi 3 tbsp oyster sauce 1 tbsp light soy sauce 1 long red chilli , deseeded and finely sliced",chinese-recipes
11,Fried rice with egg & ginger,"3 tbsp sunflower oil 100g ginger, finely sliced 50g garlic, finely sliced 100g small peeled cooked prawn bunch spring onions, whites and greens separated and sliced 3 eggs, beaten 600g cooked rice (300g/11oz uncooked) 50ml rice wine or dry sherry 50ml light soy sauce",chinese-recipes
12,Chinese roast duck,"2 ducks 140g caster sugar 6 star anise seeds large piece ginger, sliced small bunch spring onions, roughly chopped 2 tbsp malt syrup or maltose (available in most Chinese supermarkets) 3 tbsp red wine vinegar 2 ducks 140g caster sugar 6 star anise seeds large piece ginger, sliced small bunch spring onions, roughly chopped 2 tbsp malt syrup or maltose (available in most Chinese supermarkets) 3 tbsp red wine vinegar",chinese-recipes
13,Chinese braised beef with ginger,"2 - 3 tbsp vegetable or sunflower oil 1 ¼kg beef shin or brisket , cut into very large chunks 2 onions 50g ginger 3 garlic cloves small bunch coriander 2 tsp Chinese five-spice powder 6 whole star anise 1 tsp black peppercorn 100g dark brown muscovado sugar 50ml light soy sauce 50ml dark soy sauce 2 tbsp tomato purée beef stock thumb-sized chunk ginger , shredded into matchsticks 1 tbsp vegetable or sunflower oil cooked jasmine rice",chinese-recipes
14,Kung po prawns,"1 tsp cornflour 2 tbsp light soy sauce 400g large raw prawns , frozen is fine, butterflied (see tip, below) 2 tbsp Chinese rice vinegar 1 heaped tbsp tomato purée 1 tsp caster sugar 2 tbsp sunflower or groundnut oil 85g unsalted, roasted peanuts 6 small or 3 large whole dried chillies 2 x 225g cans water chestnuts , drained thumb-sized piece ginger , finely grated 2 garlic cloves , finely chopped",chinese-recipes
15,Wrap-your-own spring rolls,"300g pack cooked rice noodles from the chiller cabinet (see tips) about 400g/14oz mixed vegetables, thinly sliced and put in separate bowls, such as red peppers, beansprouts, carrots, shredded Chinese leaf cabbage, spring onions 140g cooked prawns 100g cooked chicken or duck, shredded 2 garlic cloves, finely chopped small piece ginger, finely chopped splash light soy sauce Chinese five-spice powder, for sprinkling 8-10 sheets of brik or filo pastry (see tips) 1 egg, beaten sesame seeds, for sprinkling if you want 100g reduced salt and sugar ketchup 1 tbsp white wine vinegar small piece ginger, grated pinch of caster sugar",chinese-recipes
16,Prawn chow mein,"3 nests medium egg noodles 140g broccoli , chopped into small florets 140g baby corn , halved 1 tbsp olive oil 1 red pepper , sliced 300g prawns 3 tbsp tomato ketchup 2 tbsp oyster sauce",chinese-recipes
17,Egg drop chicken noodle soup,"2 skinless, boneless chicken breasts , diced 1.2l low-salt chicken stock 140g wholewheat noodle 140g baby corn , halved lengthways, or frozen sweetcorn 2 eggs , beaten squeeze lemon juice ½ tsp sherry vinegar 2 spring onions , finely chopped",chinese-recipes
18,Hot & sour pork & pepper stir-fry,"100g Thai jasmine rice 1 tbsp sesame seeds 1 tsp sunflower oil 250g pork fillet , cut into finger-width strips 1 red and 1 yellow pepper , deseeded and sliced 2 tsp cornflour 2 tsp soy sauce juice 1 lime 2 tbsp clear honey ½ red chilli , sliced",chinese-recipes
19,Beef & ginger stir-fry,"500g beef rump, trimmed and cut into thin strips 1 tsp Chinese five-spice powder 300g pack ready-cooked rice noodle 1 large red chilli 1 fat garlic clove , chopped 4cm piece ginger , peeled and cut into matchsticks 1 stick lemongrass , trimmed and sliced 2 tbsp sunflower oil 100g sugar snap peas , cut into thin strips 8 baby corn , sliced diagonally 6 spring onions , trimmed and sliced diagonally ½ lime 2 tbsp soy sauce 1 tbsp fish sauce 2 tbsp roasted peanut roughly chopped coriander , to serve",chinese-recipes
20,Hot & sour broth with prawns,"3 tbsp rice vinegar or white wine vinegar 500ml chicken stock 1 tbsp soy sauce 1-2 tbsp golden caster sugar thumb-size piece ginger , peeled and thinly sliced 2 small hot red chillies , thinly sliced 3 spring onions , thinly sliced 300g small raw peeled prawns , from a sustainable source",chinese-recipes
21,Chinese braised pork with double spring onions,"4 pieces pork osso buco (about 850kg/1lb 14oz) or the equivalent of pork shoulder 1 tbsp olive oil 250ml Shaohsing rice wine or dry sherry 100g ginger , finely sliced 2 garlic cloves , sliced 12 spring onions , 8 fat ones and 4 thinner ones 1 dried red chilli (look for Kashmiri chillies for a good flavour) 500ml chicken or vegetable stock 1 tbsp miso paste (optional) 2 tbsp soy sauce steamed rice and  bok choi , to serve",chinese-recipes
22,Quick & easy hot-and-sour chicken noodle soup,"140g dried wholewheat noodle 1 tbsp groundnut oil 2 tbsp grated ginger 1 medium red chilli , deseeded and finely chopped 4 skinless, boneless chicken thighs , chopped into small chunks 1 tbsp Shaohsing rice wine 700ml hot vegetable stock 4 chestnut mushrooms , sliced 1 tsp dark soy sauce 2 tbsp light soy sauce 2 tbsp rice vinegar 1 tbsp cornflour mixed with 2 tbsp cold water to make a paste 1 handful beansprouts 2 spring onions , sliced",chinese-recipes
23,Ginger sweet tofu with pak choi,"250g fresh firm tofu , drained 2 tbsp groundnut oil 1cm piece ginger , sliced 200g pak choi , leaves separated 1 tbsp Shaohsing rice wine 1 tbsp rice vinegar ½ tsp dried chilli flakes cooked jasmine rice , to serve 1 tbsp grated ginger 1 tsp dark soy sauce 2 tbsp light soy sauce 1 tbsp brown sugar",chinese-recipes
