,name,ingredients,cuisine
10,"Chocolate, pistachio & nougat semifreddo","butter , for the tin 75g golden caster sugar 4 medium eggs 250g dark chocolate , finely chopped 450ml double cream 140g hard  nougat or torrone, chopped into 0.5cm chunks 50g pistachio , roughly chopped",italian-recipes
11,Italian stuffed chicken,"2 tbsp chopped olives or sundried tomatoes - whatever you've got 1 garlic clove , crushed ½ tsp dried mixed herbs 200g tub full-fat soft cheese 4 plump boneless, skinless chicken breasts 4 ripe tomatoes , sliced olive oil , for drizzling",italian-recipes
12,Roast red wine lamb with Italian beans,"2kg leg of  lamb 4 garlic cloves , sliced  8 good sprigs thyme 5 tbsp olive oil half a  bottle red wine zest 1 lemon 1l hot lamb stock 3 red onions , each cut into 6 wedges 2 tbsp balsamic vinegar 2 rosemary , needless roughly chopped 100g SunBlush tomato , drained and roughly chopped 3 x 400g  cannellini beans handful  flatleaf parsley , roughly chopped",italian-recipes
13,Taleggio tart with walnut pastry,"200g plain flour , plus extra for dusting 50g walnuts (shelled weight) 50g cold butter , chopped into small pieces 25g vegetarian hard cheese (or Parmesan if you’re not making a strictly vegetarian version), grated 1 medium egg , beaten 1 tbsp olive oil 6 shallots , sliced 3 large garlic cloves , finely chopped 1 whole egg and 2 egg yolks 200ml double cream 140g vegetarian Taleggio , rind removed, cut into 1cm/1/2in chunks 1 punnet cress zest 1 lemon , plus extra to serve",italian-recipes
14,Plum & amaretti semifreddo,"450g ripe purple plum , halved and stoned 350g caster sugar 2 large egg whites 300ml double cream 1 tbsp Disaronno liqueur 85g soft amaretti biscuit , roughly broken up",italian-recipes
15,Nettle gnudi with wild pesto,"2 x 250g tubs good-quality ricotta 200g young nettle leaves (foraged - see tip) 50g parmesan (or vegetarian alternative), plus extra to serve 2 egg yolks nutmeg , for grating 350g semolina flour or fine semolina 6 tbsp wild pesto (see recipe in Goes well with)",italian-recipes
16,Wild garlic butter on music paper bread,"200g '00' flour , plus extra for dusting 100g semolina flour or fine semolina olive oil , for brushing 8 slices wild garlic butter (see recipe in Goes well with), to serve flaky sea salt , to serve",italian-recipes
17,Lamb tagliata with watercress & tomatoes,"handful fresh rosemary , needles chopped 2 tbsp extra-virgin olive oil 4 thick British boneless  lamb leg steaks or steaks cut from lamb rumps (about 450g/1lb in total) 250g British  baby plum tomato 1 tbsp redcurrant jelly 2 tbsp balsamic vinegar 2 tbsp caper , drained and rinsed 100g bag British  watercress , thick stems removed 100g feta cheese , crumbled good crusty bread , to serve",italian-recipes
18,New potato & rosemary focaccia,"250g new potatoes (we used Jersey Royals) 7g sachet fast-action dried yeast 8 tbsp olive oil , plus extra for greasing 500g strong white bread flour , plus extra for kneading and dusting small pack rosemary",italian-recipes
19,Artichoke & olive calzones,"1 tbsp olive oil 390g can artichoke hearts in water, drained and sliced 4 rosemary sprigs, leaves only, chopped ½ x 250g tub ricotta 2 garlic cloves , crushed 300g bread mix 75g green olives , sliced 125g ball mozzarella , diced mixed leaves , to serve",italian-recipes
20,Blackberry zabaglione,400g blackberries 140g golden caster sugar 6 egg yolks 1 vanilla pod 3 tbsp marsala or sweet wine,italian-recipes
21,Pappardelle with rabbit & chestnut ragu,"2 tbsp rapeseed or olive oil 1 rabbit , jointed (ask your butcher to do this for you) 2 tbsp plain flour 200g smoked bacon lardons 1 onion , finely chopped 1 carrot , finely chopped 1 celery stick, finely chopped 2 garlic cloves , crushed 1 tsp ground cinnamon 1 tsp juniper berries , crushed using a pestle and mortar 3 bay leaves , scrunched up in your hand to release the flavour 2 rosemary sprigs, leaves picked and chopped 200ml red wine 1 chicken stock cube 2 x 400g cans chopped tomatoes 200g cooked chestnuts , roughly chopped 400g pappardelle 3 tbsp milk zest 0.5 orange or 1 clementine small bunch parsley , chopped parmesan , to serve (optional)",italian-recipes
22,Torta del Nonna,"280g plain flour 175g cold unsalted butter , cut into cubes 75g icing sugar , plus extra for dusting 2 egg yolks , lightly beaten 1l full-fat milk 1 vanilla pod , split 8 large egg yolks 250g golden caster sugar 85g '00' flour 100g ricotta zest 2 oranges 200g bar dark chocolate , grated 75g pine nuts",italian-recipes
23,Acquacotta,"3 tbsp olive oil 3 celery sticks, chopped 2 small carrots , chopped 1 red onion , finely chopped 2 garlic cloves , finely chopped 2 tsp thyme leaves , plus extra to serve 50g dried porcini mushrooms 225g plum tomatoes , deseeded and chopped 850ml chicken stock 2 tbsp chopped parsley 3 slices good crusty bread , toasted and torn into chunks 6 eggs",italian-recipes
0,Italian butter beans,"1 tbsp olive oil 4 garlic cloves , crushed 400g tin chopped tomato 2 tsp sugar 2 x 400g tins butter beans , rinsed and drained small bunch basil , chopped",italian-recipes
1,Italian vegetable soup,"2 each of onions and carrots, chopped 4 sticks celery, chopped 1 tbsp olive oil 2 tbsp sugar 4 garlic cloves, crushed 2 tbsp tomato purée 2 bay leaves few sprigs thyme 3 courgettes, chopped 400g can butter beans, drained 400g can chopped tomatoes 1.2l vegetable stock 100g parmesan or vegetarian equivalent, grated 140g small pasta shapes small bunch basil, shredded",italian-recipes
2,Italian sausage polpettina & macaroni bake,"150ml olive oil 2 large onions , finely diced 2 garlic cloves , crushed 100g fresh breadcrumb 50ml milk 500g quality beef mince 500g Italian sausage (about 8), meat squeezed from the skins good handful chopped parsley 200ml red wine 2 x 400g cans chopped tomatoes 500g pack macaroni 50g butter 50g plain flour 600ml milk 100g grated tasty cheese , such as mature cheddar or gruyère",italian-recipes
3,Sea bream in crazy water (Orata all’acqua pazza),"4 tbsp good quality extra-virgin olive oil 2 whole sea bream or sea bass (about 450g each), gutted and cleaned 2 garlic cloves , finely sliced ½ small  red chilli , chopped 400g small tomato (a mix of different-coloured cherry tomatoes would be best) 4 tbsp white wine small handful capers chopped parsley",italian-recipes
4,Classic Amatriciana bucatini,"2kg tomatoes - cherry, plum or ordinary - roughly chopped 250g smoked bacon , cut into strips, or cubetti di pancetta 2 small red chillies 500g bag bucatini 200g pecorino , grated",italian-recipes
5,Italian cottage pie,"700g floury potatoes , sliced 25g butter 50g grated parmesan 140g pancetta or streaky bacon, cut into strips 2 oregano sprigs, leaves stripped, or 2 tsp dried oregano ½ quantity beef with red wine & carrots (see 'Goes well with')",italian-recipes
6,Tiramisu ice-cream cake,"2 x 250g  tubs mascarpone 115g caster sugar 6 tbsp marsala 50g dark chocolate , chopped  142ml  tub  double cream , lightly whipped 5 tbsp fresh ground coffee 85g caster sugar 3 tbsp brandy 200g bag Italian sponge finger , we used Savoiardi Boudoir biscuits cocoa , for dusting  142ml tub double cream , lightly whipped chocolate  shavings or curls",italian-recipes
7,"Spaghetti with chilli prawns, salami & gremolata breadcrumbs","4 tbsp extra virgin olive oil 2 thumb-sized red chillies , sliced and most seeds removed 3 garlic cloves , chopped 1 tsp fennel seeds 10 slices fennel salami , chopped 140g cherry tomatoes , halved 400g spaghetti or bucatini pasta 300g large raw prawns , shells removed 2 slices crusty bread , pulsed to crumbs large handful flat-leaf parsley , chopped zest 1 lemon",italian-recipes
8,Rustic bread,"250g strong white bread  flour 1 tsp fast-action dried yeast 1 tbsp olive oil , plus extra for drizzling 200ml sparkling water semolina , for sprinkling (optional) finely chopped  rosemary  and Maldon salt, for sprinklng",italian-recipes
9,Spinach & feta cannelloni,"4 large sheets no-pre-cook lasagne  (we used Sainsbury's fresh egg lasagne from a 250g pack) 1kg frozen  spinach , defrosted   200g pack low-fat feta cheese generous grating  nutmeg large handful olives , pitted and chopped 1 tbsp caper , rinsed 400g can chopped tomatoes 25g parmesan , grated ",italian-recipes
10,Zabaglione trifle slice,"4 egg yolks 100g golden caster sugar 100ml white wine , not too dry 100ml marsala 284ml carton double cream 200g panettone 3-4 tbsp marsala 425g can pitted black cherry , well drained cocoa powder , for sifting holly , to decorate",italian-recipes
11,Avocado panzanella,"800g mix of ripe tomatoes  1 garlic clove , crushed 1½ tbsp capers , drained and rinsed 1 ripe avocado , stoned, peeled and chopped 1 small red onion , very thinly sliced 175g ciabatta or crusty loaf 4 tbsp extra virgin olive oil 2 tbsp red wine vinegar small handful basil leaves",italian-recipes
12,Strawberry panna cotta,"3 gelatine leaves 450ml double cream 200ml whole milk 100g white caster sugar 1 vanilla pod 400g strawberry , hulled and halved, or quartered if very large 1 ½ tsp cornflour 50g white caster sugar",italian-recipes
13,Aubergine & chilli tagliolini,"2 tbsp olive oil 1 large aubergine , cut into bite-sized cubes 1 small onion , finely chopped 2 garlic cloves , finely chopped 1 red chilli , deseeded and finely chopped 1 tsp dried oregano 400g fresh tomatoes , roughly chopped, or 400g can chopped tomatoes 1 tbsp balsamic vinegar 400g dried taglioni pasta or linguine small bunch basil , roughly chopped 50g pecorino , grated, or vegetarian alternative",italian-recipes
14,Italian pork burger with fresh tomato salsa,"500g pork mince 1 tsp fennel seed 1 tsp chilli flakes 1 tsp dried  oregano drizzle of olive oil 2 large tomatoes , chopped 6 black olives , chopped drizzle of balsamic vinegar 4 ciabatta bread rolls, split and toasted 4 tbsp mascarpone handful baby spinach",italian-recipes
15,Beefy melanzane parmigiana,"2 tbsp olive oil , plus extra for brushing 800g beef mince 3 garlic cloves , crushed 3 thyme sprigs 3 rosemary sprigs 3 bay leaves 2 x 400g cans chopped tomato glass of  red wine 1 beef stock cube 1 tbsp sugar 5 aubergines , sliced lengthways into 5mm slices 2 x 125g balls mozzarella , torn into small chunks 50g parmesan , grated 250g tub mascarpone",italian-recipes
16,Creamy polenta & mushroom ragout,"small handful  dried porcini mushrooms 25g butter 1 shallot , finely sliced 2 garlic cloves , crushed 5 thyme sprigs , leaves picked 500g large field mushroom , sliced 200g chestnut mushroom , sliced small glass of red wine 125ml vegetable stock 100g taleggio cheese (or vegetarian alternative), sliced 500ml milk 1 bay leaf 3 thyme sprigs 250g instant  polenta 50g butter 75g parmesan (or vegetarian alternative), grated",italian-recipes
17,Orecchiette with anchovies & purple sprouting broccoli,"200g orecchiette 4 tbsp olive oil 6 anchovy fillets in oil, chopped (reserve 1 tbsp oil) 4 fat garlic cloves , thinly sliced 1 red chilli , thinly sliced zest 1  lemon , plus juice ½ 50g fresh  breadcrumb 200g purple sprouting broccoli",italian-recipes
18,Venetian duck ragu,"1 tbsp olive oil 4 duck legs 2 onions, finely chopped 2 fat garlic cloves, crushed 2 tsp ground cinnamon 2 tsp plain flour 250ml red wine 2 x 400g cans chopped tomatoes 1 chicken stock cube, made up to 250ml 3 rosemary sprigs, leaves picked and chopped 2 bay leaves 1 tsp sugar 2 tbsp milk 600g paccheri or pappardelle pasta parmesan, grated, to serve",italian-recipes
19,"Baked conchiglioni with sausage, sage & butternut squash","1 small butternut squash , peeled, seeds discarded, flesh chopped into small cubes 2 tsp olive oil small pack sage , leaves picked and roughly chopped 8 good-quality  sausages good grating  nutmeg , about ¼ of a whole one 350g conchiglioni , see below 50g butter 50g plain flour 850ml milk 50g parmesan , grated, plus extra for sprinkling 100g fontina , grated, or 125g ball mozzarella, chopped drizzle of  truffle oil",italian-recipes
20,Sweet potato & goat's cheese ravioli,"2 sweet potatoes 2 tbsp pumpkin seeds , plus extra to serve 125g crumbled goat's cheese semolina , for dusting chilli oil, grated parmesan , to serve 300g '00'  pasta flour, plus extra for kneading and dusting 3 large eggs",italian-recipes
21,Rabbit cacciatore,"900g/2lb rabbit pieces 2 tbsp flour seasoned with salt and pepper 3 tbsp olive oil 2 onions , chopped 3 garlic cloves , chopped large bunch parsley , chopped 300ml white wine 2 x 400g/14oz cans cherry tomatoes about 20 large green olives 1 tbsp sugar",italian-recipes
22,Italian sausage & chestnut pasta,"1 tbsp olive oil 1 large  onion , finely chopped 450g pack Lincolnshire sausage , meat squeezed out 200g vacuum-packed chestnut from a can or jar, very roughly chopped (see tip, below) 2 garlic cloves , finely chopped 1 tsp chopped rosemary 1 tsp fennel seed 1 glass  full-bodied red wine 500g carton passata 500g large pasta shells or pappardelle small pack  curly parsley , finely chopped parmesan or Grana Padano, to serve",italian-recipes
23,"Shaved pear, cheese & bresaola salad","100g walnut half 2 crisp pears , blushing pink if possible 2 heads red chicory or radicchio, broken into leaves 100g bresaola (thinly sliced, cured beef) 140g dolcelatte or your favourite local soft blue cheese, sliced 1 tbsp virgin olive or rapeseed oil 2 tbsp red wine or port 2 tbsp balsamic vinegar 1 tbsp golden caster sugar",italian-recipes
