,name,ingredients,cuisine
9,Pancetta-wrapped fish with lemony potatoes,"300g new potato 100g green bean small handful black kalamata olives zest and juice 1  lemon 2 tbsp olive oil 2 chunky  pollock fillets or another sustainable white fish 4 slices pancetta or thinly sliced smoked streaky bacon few tarragon sprigs, leaves picked",mediterranean-recipes
10,"Polenta, roasted vegetables & peppered Parmesan crisps","1 small  butternut squash (about 450g), peeled and cut into 2cm cubes 3 raw  beetroot (about 200g), cut into 2cm cubes 2 small  red onions , cut into slim wedges 3 tbsp olive oil juice of ½  lemon 200g fine polenta ½ tsp salt 50g butter 60g grated cheese (we used a 50/50 mix of Parmesan and Taleggio) a big handful of  rocket , to serve 2 tsp freshly picked  thyme leaf 50g grated parmesan",mediterranean-recipes
11,Spinach with chilli & lemon crumbs,"25g butter 100g fresh  breadcrumb zest 1  lemon 2 garlic cloves , crushed 1 red chilli , finely chopped 500g spinach",mediterranean-recipes
12,Mediterranean chicken tray bake,"2 red peppers , deseeded and cut into chunks 1 red onion , cut into wedges 2 tsp olive oil 4 skin-on chicken breasts ½ x 150g pack full-fat garlic & herb soft cheese 200g pack cherry tomatoes handful black olives",mediterranean-recipes
13,Mussels with tomatoes & chilli,"2 ripe tomatoes 2 tbsp olive oil 1 garlic clove , finely chopped 1 shallot , finely chopped 1 red or green chilli , deseeded and finely chopped small glass dry white wine 1 tsp tomato paste pinch of sugar 1kg cleaned mussels good handful basil leaves",mediterranean-recipes
14,Roasted peppers with tomatoes & anchovies,"4 red peppers , halved and deseeded 50g can anchovy in oil, drained 8 smallish tomatoes , halved 2 garlic cloves , thinly sliced 2 rosemary sprigs 2 tbsp olive oil",mediterranean-recipes
15,Mediterranean chicken with roasted vegetables,"250g baby new potatoes, thinly sliced 1 large courgette, diagonally sliced 1 red onion, cut into wedges 1 yellow pepper, seeded and cut into chunks 6 firm plum tomatoes, halved 12 black olives, pitted 2 skinless boneless chicken breast fillets, about 150g/5oz each 3 tbsp olive oil 1 rounded tbsp green pesto",mediterranean-recipes
16,Mediterranean slices,"375g pack ready-rolled puff pastry 4 tbsp green pesto 140g frozen sliced roasted peppers 140g frozen artichokes  (about 3 wedges per serving) 125g ball  mozzarella , or 85g cheddar, grated",mediterranean-recipes
17,Easy stuffed peppers,"4 red peppers 2 x pouches cooked tomato rice (we used Tilda Rizazz Mediterranean Tomato) 2 tbsp pesto handful pitted black olives, chopped  200g goat's cheese, sliced",mediterranean-recipes
18,Crunchy baked mussels,1kg mussel  in their shells 50g toasted  breadcrumb zest 1 lemon 100g garlic and parsley butter  (See 'Goes well with' below for the recipe),mediterranean-recipes
19,Aïoli,"small pinch saffron  strands 3 garlic cloves , crushed 2 egg  yolks 1 tbsp Dijon mustard 300ml olive oil",mediterranean-recipes
20,Watermelon & feta salad with crispbread,"½ a watermelon (about 1.5kg), peeled, deseeded and cut into chunks 200g block feta cheese , cubed large handful black olives handful flat-leaf parsley and mint leaves, roughly chopped 1 red onion , finely sliced into rings olive oil and balsamic vinegar, to serve ½ a 500g pack white bread mix 1 tbsp olive oil , plus a little extra for drizzling plain flour , for dusting 1 egg white , beaten a mix of sesame seeds , poppy seeds and fennel seeds, for scattering",mediterranean-recipes
21,Crispy squid with caponata,"800g cleaned squid tubes (about 3 large tubes) 150g plain flour 1 tbsp cayenne pepper or chilli powder sunflower oil , for frying 1 large aubergine 4 tbsp extra-virgin olive oil 1 onion , chopped 3 celery sticks, sliced 250g cherry tomatoes 3 garlic cloves , crushed 1 tsp caster sugar 1 tbsp balsamic vinegar 150g green olive , stoned 30g caper , rinsed if salted handful basil leaves, shredded",mediterranean-recipes
22,Spiced baked figs with ginger mascarpone,"8 figs , halved 2 tbsp butter 2 tbsp clear honey 2 tbsp brown sugar 2 tsp ground cinnamon 2 tbsp orange juice 2 star anise shortbread fingers, to serve 1 ball stem ginger , very finely chopped 1 tbsp ginger syrup from the jar ½ a 250g tub mascarpone",mediterranean-recipes
23,Mediterranean scones,"350g self-raising flour 1 tbsp baking powder ¼ tsp salt 50g butter , cut in pieces 1 tbsp olive oil 8 halves  Italian sundried tomatoes , coarsely chopped 100g feta cheese , cubed 10 black olives , pitted and halved 300ml  full fat milk 1 egg , beaten, to glaze",mediterranean-recipes
