,name,ingredients,cuisine
10,Vegan katsu curry,"2 tbsp rapeseed oil or vegetable oil 200g cooked  rice (we used basmati) ¼ large  cucumber , peeled into ribbons 1 carrot , peeled into ribbons handful of mint leaves or coriander leaves, or both lime wedges , to serve 1 tbsp rapeseed oil or vegetable oil 1 onion , chopped 1 large carrot , chopped 1 large garlic clove , crushed 2cm piece ginger , peeled and grated or finely chopped ½ tbsp curry powder , mild or medium  ¼ tsp ground  turmeric 200ml coconut milk 2 tsp maple syrup (or honey if not cooking for vegans) 1 tbsp cornflour 280-300g block firm  tofu 200g dried breadcrumbs , we used panko (gluten-free if necessary)",japanese-recipes
11,Okonomiyaki,"2 slices streaky bacon 1 egg 50g plain flour 50g sweetheart cabbage , finely shredded 2 spring onions , sliced diagonally 50g small cooked prawns 1 tbsp oil 1 tsp brown sauce 1 tsp mayonnaise",japanese-recipes
12,Katsu curry sauce,"1 tbsp rapeseed oil or vegetable oil 2 onions , chopped 2 large carrots , chopped, plus 1 peeled into ribbons 2 garlic cloves , crushed thumb-sized piece ginger , peeled and grated or finely chopped 1 tbsp curry powder , mild or medium depending on your spice tolerance ½ tsp ground turmeric 400ml can coconut milk 2 tsp maple syrup or honey",japanese-recipes
13,Japanese-style mackerel rice bowl,"300g sushi rice 200g frozen soya beans 150ml teriyaki sauce 1 large garlic clove , crushed zest and juice 1 lemon 4 smoked mackerel fillets, skin removed 4 spring onions , halved and shredded lengthways wasabi paste, to serve (optional)",japanese-recipes
14,Easy miso soup,sachet of Japanese miso  soup dash of soy sauce 1 tbsp diced silken  tofu a good sprig of watercress,japanese-recipes
15,Crunchy cucumber & radish salad,1⁄2 cucumber 1⁄2 bunch radishes 2g vegetable oil 1 tsp rice wine vinegar,japanese-recipes
16,Teriyaki tuna skewers,"30ml soy sauce 50ml mirin  (See know-how below) 1 tsp vegetable oil 1 mango , peeled 3 spring onions 250g pack tuna steak",japanese-recipes
17,Healthy chicken katsu curry,"25g flaked almonds 1 tsp cold-pressed rapeseed oil 2 boneless, skinless chicken breasts (about 300g/11oz total) lime wedges, for squeezing over 2 tsp cold-pressed rapeseed oil 1 medium onion, roughly chopped 2 garlic cloves, finely chopped thumb-sized piece ginger, peeled and finely chopped 2 tsp medium curry powder 1 star anise ¼ tsp ground turmeric 1 tbsp plain wholemeal flour 100g long-grain brown rice 2 spring onions, finely sliced (include the green part) 1 medium carrot, peeled into long strips with a vegetable peeler ⅓ cucumber, peeled into long strips with a vegetable peeler 1 small red chilli, finely chopped (deseeded if you don't like it too hot) juice ½ lime small handful mint leaves small handful coriander leaves",japanese-recipes
18,Avocado prawns in wasabi dressing,"2 tsp wasabi  paste 4 tbsp olive oil 2 tbsp lime juice, plus 6 wedges, to serve 1 tsp clear honey 2large ripe, but firm   avocados 250g pack chilled large peeled  prawns 2heads of chicory, red if possible, separated into leaves few sprigs of watercress prawn  crackers, to serve",japanese-recipes
19,Crab roll hot dogs,"1 nori sheet 200g white crabmeat 4 tbsp mayonnaise 1 lemon , zested and juiced 1 avocado , sliced 1-2 tsp wasabi (depending on how spicy you like it) 4 hot dog buns",japanese-recipes
0,Japanese ramen noodle soup,"700ml chicken stock 3 garlic cloves, halved 4 tbsp soy sauce, plus extra to season 1 tsp Worcestershire sauce thumb-sized piece of ginger, sliced ½ tsp Chinese five spice pinch of chilli powder 1 tsp white sugar (optional) 375g ramen noodles 400g sliced cooked pork or chicken breast 2 tsp sesame oil 100g baby spinach 4 tbsp sweetcorn 4 boiled eggs, peeled and halved 1 sheet dried nori, finely shredded sliced green spring onions or shallots sprinkle of sesame seeds",japanese-recipes
1,Japanese-style bento box,"100g fresh  edamame in the pods (or frozen soya beans) handful of a favourite  fruit , such as fresh pineapple, blueberries or strawberries 100g sushi rice 1 tbsp rice vinegar ½ tsp golden caster sugar 1 sheet  nori 1 smoked mackerel fillet, about 75g, flaked 1 tbsp light  mayonnaise 2 spring onions , chopped pea-sized blob wasabi (optional) ¼ red pepper , thinly sliced lengthways, about 6 slices",japanese-recipes
2,Japanese rice/gohan,"300g sushi rice 200ml dashi (optional) 1 tbsp mirin pickles , nori, katsuobushi flakes (see tip below), sliced spring onions, to serve (optional)",japanese-recipes
3,Miso soup,"5g dried wakame seaweed 1l dashi (shop bought or see tip) 200g fresh silken tofu , or firm if you prefer, cut into 1cm cubes 2 tbsp white miso paste 3 tbsp red miso paste spring onion , finely chopped, to serve  ",japanese-recipes
4,Katsu curry,"4 tbsp rapeseed oil or vegetable oil 2 x 200g pouches cooked rice (we used brown basmati) ½ large cucumber, peeled into ribbons handful mint leaves or coriander leaves, or both lime wedges, to serve 1 tbsp rapeseed oil or vegetable oil 2 onions, chopped 2 large carrots, chopped, plus 1 peeled into ribbons 2 garlic cloves, crushed thumb-sized piece ginger, peeled and grated or finely chopped 1 tbsp curry powder, mild or medium depending on your spice tolerance ½ tsp ground turmeric 400ml can  coconut milk 2 tsp maple syrup (or use honey if not cooking for vegans) 1 tbsp cornflour 8 chicken mini fillets, or a 280-300g block firm tofu, or half and half 200g breadcrumbs (gluten-free if necessary)",japanese-recipes
5,Sushi rice,"1 cup sushi rice (about 220g) sushi rice seasoning, to taste (optional) ",japanese-recipes
6,Veggie yaki udon,"1½ tbsp sesame oil 1 red onion , cut into thin wedges 160g mangetout 70g baby corn , halved 2 baby pak choi , quartered 3 spring onions , sliced 1 large garlic clove , crushed ½ tbsp mild curry powder 4 tsp low-salt soy sauce 300g ready-to-cook udon noodles 1 tbsp pickled sushi ginger , chopped, plus 2 tbsp of the brine",japanese-recipes
7,Miso ramen,"5 tbsp miso paste 2 tbsp soy sauce 2.5cm piece ginger , grated 12 shiitake mushrooms 225g smoked tofu , cut into 4 slices 2 tbsp liquid aminos or tamari 250g soba noodles 16 ears baby corn 1 tbsp vegetable oil 8 baby pak choi 200g ready-to-eat beansprouts (if they’re not labelled ready-to-eat, cook thoroughly until steaming hot throughout) 2 red chillies , finely sliced on an angle 2 spring onions , finely sliced on an angle 4 tbsp crispy seaweed 2 tbsp black sesame seeds 1 tbsp sesame oil , to finish",japanese-recipes
8,Chuka-fu shredded cabbage,"½ green cabbage or pointed cabbage, shredded as finely as you can 1 tbsp white miso 1 tbsp soy 1 tbsp mirin 1 large lime , juiced 1 tsp sesame oil 2 tbsp vegetable oil",japanese-recipes
9,Tonkatsu pork,"4 thick boneless pork loin chops 100g plain flour 2 eggs , beaten 100g panko breadcrumbs vegetable oil , for shallow frying 2 tbsp ketchup 2 tbsp Worcestershire sauce 1 tbsp oyster sauce 2 tsp caster sugar",japanese-recipes
10,Veggie okonomiyaki,"3 large  eggs 50g plain flour 50ml milk 4 spring onions , trimmed and sliced 1 pak choi , sliced 200g Savoy  cabbage , shredded 1 red chilli , deseeded and finely chopped, plus extra to serve ½ tbsp low-salt soy sauce ½ tbsp rapeseed oil 1 heaped tbsp  low-fat  mayonnaise ½  lime , juiced sushi ginger , to serve (optional) wasabi , to serve (optional)",japanese-recipes
11,Quick sushi bowl,"150g sushi rice pinch sugar 1 tbsp rice vinegar 2 cooked salmon fillets (we used teriyaki marinated) 1 large carrot , cut into ribbons 4 tbsp pickled red cabbage handful radishes , sliced thumb-sized piece ginger , finely sliced ¼ cucumber , halved longways and sliced 1 tbsp soy sauce 1 tsp sesame seeds (optional)",japanese-recipes
12,Japanese katsudon,"1 tsp vegetable oil 1 large onion , sliced 1 breaded pork fillet – use leftover tonkatsu (see recipe below), sliced 150ml dashi or stock 1 tbsp soy 1 tsp mirin 1 tsp sugar 2 large eggs , beaten 200g cooked rice finely chopped chives , to serve",japanese-recipes
13,Smoked salmon & avocado sushi,"300g sushi rice 2 tbsp rice or white wine vinegar 1 tsp caster sugar 1 large avocado juice ½ lemon 4 sheets nori seaweed 4 large slices smoked salmon 1 bunch chives sweet soy sauce (kecap manis), to serve",japanese-recipes
14,Yakitori chicken,"100ml soy sauce 100ml mirin 50ml sake 2 tbsp caster sugar 500g boneless and skinless chicken thighs, chopped into 3cm chunks 4 spring onions , each cut into three 4 flat teppo gushi bamboo skewers (available from amazon.co.uk)",japanese-recipes
15,Goma-ae Japanese greens,"200g fine green beans , trimmed 250g spinach 4 tbsp sesame seeds , toasted 1 tbsp soy 1 tbsp caster sugar 1 tbsp white miso 1 tbsp mirin gomashio (salted sesame seeds), to serve (optional, available from amazon.co.uk)",japanese-recipes
16,Miso steak,"2 tbsp brown miso paste 1 tbsp dry sherry or sake 1 tbsp caster sugar 2 crushed garlic cloves 300g/11oz lean steak baby spinach , sliced cucumber, celery, radish and toasted sesame seeds, to serve",japanese-recipes
17,Rice & quinoa prawn sushi bowl,"100g white or brown sushi rice 20g mixed coloured quinoa 1½ tbsp rice wine vinegar ½ tbsp golden caster sugar 1 tsp oil ½ sweet potato , thinly sliced 8 large peeled prawns , cooked ¼ cucumber , halved and very finely sliced ½ avocado , thinly sliced 1 roasted nori sheet , snipped into lengths sriracha mayonnaise and sesame seeds, to serve (optional)",japanese-recipes
18,Fluffy Japanese pancakes,"150g self-raising flour ½ tsp baking powder 2 tbsp golden caster sugar 2 eggs 1 tbsp rapeseed, sunflower or grapeseed oil 180ml milk dash of vanilla extract oil spray for cooking or a mild-flavoured cooking oil (whatever you use in the batter) maple syrup, ice cream, crisp bacon, berries.",japanese-recipes
19,Katsu pork with sticky rice,"200g short-grain or  sushi rice , rinsed 100g panko breadcrumbs 1 tsp turmeric 1 tbsp vegetable oil 1 egg white 450g pork fillet , trimmed and cut into 8 pieces coriander sprigs, to garnish (optional) pickled ginger , to serve (optional) 1 tbsp vegetable oil 1 onion , chopped 1 medium carrot , grated 2 eating apples , such as Braeburn, peeled, cored and roughly chopped 2 fat garlic cloves , sliced 2 tsp medium curry powder ½ tsp ground ginger 1 tbsp tomato purée 2 tsp clear honey 1 tbsp soy sauce 1 tbsp cornflour 350ml chicken stock 1 tsp sesame oil",japanese-recipes
20,Japanese okonomiyaki,"100g plain flour ½ tsp baking powder 1 egg , lightly beaten 100ml cooled fish stock , vegetable, chicken or dashi stock 1 baby potato , peeled and grated ¼ white, pointed or sweetheart cabbage , shredded 1 spring onion , finely sliced thumb-sized piece ginger , grated 1 tsp soy sauce 1 tsp mirin 100g lightly cooked squid , king prawns or octopus (or some of each) vegetable oil , for frying 3 tbsp ketchup 1 tbsp brown sauce 1 tbsp Worcestershire sauce ½ tbsp soy sauce ½ tsp mirin 1/ tsp honey 1 tbsp mayonnaise dried bonito flakes powdered seaweed or togarashi seasoning sliced spring onion",japanese-recipes
21,Miso caramel chicken wings,"2 tbsp vegetable oil 4 tbsp white miso 1kg chicken wings 100g golden caster sugar 30g butter ½ lime , juiced 1 tbsp sesame seeds",japanese-recipes
22,Sushi burrito,"150g sushi rice 2 tsp rice wine vinegar ½ cucumber , cut into matchsticks 1 carrot , cut into matchsticks 1 tbsp soy sauce 4 nori sheets 2 tsp wasabi paste 50g pickled ginger , finely chopped 1 lime , juiced 2 very ripe avocados , halved, stoned, peeled and sliced 200g sushi grade tuna steak , sliced small pack coriander , leaves picked",japanese-recipes
23,Chicken katsu curry burger,"2 skinless chicken breasts vegetable oil or sunflower oil, for frying 500ml milk 1 garlic clove , crushed 1 tbsp shichimi togarashi (see tip) 50ml ketchup 1 tsp toasted sesame oil 1 tsp soy sauce 1 tbsp Worcestershire sauce ½ tbsp  runny honey juice ½ lime 1 tsp hot mustard 2 tsp medium curry powder 3 tbsp mayonnaise 1 egg 100g rice flour 60g panko breadcrumbs 2 burger buns (preferably brioche) handful shredded iceberg lettuce 2 spring onions , finely sliced 2 radishes , finely sliced",japanese-recipes
0,Japanese-style brown rice,"250g brown rice 175g frozen  soya bean 1 tbsp low-salt soy sauce 1 tbsp extra virgin olive oil 2 tsp finely grated ginger 1 garlic clove , crushed 4 spring onions , thinly sliced on the diagonal",japanese-recipes
1,Spice-crusted tofu with kumquat radish salad,"200g firm tofu 2 tbsp sesame seeds 1 tbsp Japanese shichimi togarashi spice mix (available from souschef.co.uk) ½ tbsp cornflour 1 tbsp sesame oil 1 tbsp vegetable oil 200g Tenderstem broccoli 100g sugar snap peas 4 radishes , thinly sliced 2 spring onions , finely chopped 3 kumquats , thinly sliced 2 tbsp low-salt Japanese soy sauce 2 tbsp Yuzu juice (or 1 tbsp each lime and grapefruit juice) 1 tsp golden caster sugar 1 small shallot , finely diced 1 tsp grated ginger",japanese-recipes
2,Seared sirloin with Japanese dips,"400g whole piece of sirloin , trimmed of excess fat 1 tbsp sunflower oil thumb-sized piece ginger , finely grated ¼ cucumber , peeled and cut into matchsticks small handful mustard cress 2 tsp toasted sesame seeds cooked sticky rice , to serve (optional) 4 tbsp soy sauce juice 1 lime large pinch of chilli flakes small pinch of white sugar 1 tbsp wasabi 5 tbsp soured cream",japanese-recipes
3,Cheat’s chicken ramen,"1.2l good-quality chicken stock small pack coriander, stalks and leaves separated 1 red chilli (deseeded if you don’t like it too hot), sliced 2 tbsp light soy sauce 100g grey oyster mushrooms, sliced 100g pack baby pak choi 2 skinless cooked chicken breasts, sliced 100g egg noodles 50g sliced bamboo shoots",japanese-recipes
4,Chicken katsu,"4 skinless chicken breasts 1 large egg, beaten 8 tbsp finely crushed cornflakes or panko crumbs 2 garlic cloves, crushed 1-2 tbsp korma paste 1 tbsp soy sauce 4 tbsp ketchup 2 tbsp honey 2 tbsp cornflour",japanese-recipes
5,Crispy Japanese-style chicken burgers,"1 tbsp mirin 3 garlic cloves , crushed 1 tbsp soy sauce thumb-sized piece ginger , peeled and finely grated 100g mayonnaise 8 boneless, skinless chicken thighs , cut into strips 100g cornflour sunflower oil , for frying 4 large or 8 small soft burger rolls 2 Baby Gem lettuces , shredded",japanese-recipes
6,Poached beef & noodles (Gyudon),"100ml Japanese or other soy sauce 100ml mirin 100ml saké 200ml vegetable or dashi stock 2 tbsp caster sugar 2 medium onions , cut into half moons 400g beef rump steak, fat removed, thinly sliced 100g glass vermicelli noodles steamed Japanese rice pickled ginger 3 spring onions , chopped shichimi togarashi chilli powder (optional, available from Asian supermarkets or online)",japanese-recipes
7,Gyoza,"2 tbsp cornflour 26 ready-made gyoza skins, defrosted if frozen (see tip) 2-3 tbsp vegetable oil 4 spring onions, ends trimmed, roughly chopped 2 large leaves of Savoy or pointed cabbages, hard stem removed, roughly chopped a 1½cm piece of ginger, peeled and chopped 1 garlic clove 50g water chestnuts, about 5 (drained weight) 2 tsp soy sauce 2 tsp oyster sauce 1 tsp cooking saké ½ tsp sesame oil 140g minced pork or chicken 2 tbsp soy sauce 1 tbsp rice vinegar 2 tsp sesame oil 2 tbsp soy sauce 2 tbsp Yuzu juice 2 tsp peanut oil",japanese-recipes
8,Saucy miso mushrooms with udon noodles,"3 tbsp miso paste or miso glaze 3 tbsp mirin 3 tbsp soy sauce 2 garlic cloves , crushed 1 tbsp sesame oil 4 large or 8 small Portobello mushrooms 3 x 150g packs straight-to-wok udon noodles 1 tbsp sesame seeds , toasted 4 spring onions , finely sliced on an angle",japanese-recipes
9,"Ramen with chicken bone broth, pork shoulder, soft-boiled egg & greens","4 eggs 250g ramen noodles 2 large handfuls shredded spring greens 4 spring onions , finely chopped 75g bamboo shoots from a can, drained, chopped and soaked in 2 tbsp rice vinegar chilli oil , to serve pickled chilli and shallots (see recipe in tip, optional), to serve 6 chicken legs 2 large carrots , halved 2 onions , quartered 4cm piece ginger , sliced 4 dried shiitake mushrooms 900g piece pork shoulder (thick layer of fat removed), halved 1 tbsp mirin 1 tbsp saké 4 tbsp Japanese soy sauce",japanese-recipes
10,Cheat’s katsu curry,"4 breaded chicken steaks 1 tbsp vegetable oil 1 onion , chopped 2 carrots , chopped into chunks 500ml chicken gravy 2 tsp mild curry powder 1 tbsp smooth peanut butter 2 tbsp soy sauce pickled red cabbage cooked rice 100g bag crunchy salad",japanese-recipes
11,Japanese salad with ginger soy dressing,"4 baby gem lettuces , halved lengthways 200g frozen shelled edamame (soy) beans, defrosted 4 carrots , cut into long matchsticks 140g radish , thinly sliced 2 tbsp rice wine vinegar 2 tbsp reduced-salt soy sauce 2 tbsp caster sugar ½ small onion , chopped 2 tsp chopped ginger 1 tbsp tomato purée 2 tbsp vegetable oil",japanese-recipes
12,Aubergine katsu curry,"4 tbsp plain flour 2 aubergines , sliced into 0.5cm discs 100g dried breadcrumbs (see tip, below left, for how to make your own to save money) 4 tbsp vegetable oil 250g basmati rice 1 large onion , finely chopped 4 garlic cloves , crushed 3 tbsp curry powder 2 tbsp clear honey 400ml can coconut milk 1 large cucumber",japanese-recipes
13,Green tea frozen yogurt with sesame brittle shards,2 x 500g pots 2% Greek yoghurt 200g caster sugar 2 tbsp green tea matcha powder 200g caster sugar 4 tbsp toasted sesame seed,japanese-recipes
14,Saucy Japanese greens with sticky sesame rice,"1 tbsp caster sugar 140g sushi rice 1 tbsp sesame seed , toasted 1 tsp sesame oil 1 tbsp sunflower oil 250g long-stemmed  broccoli , such as Tenderstem or purple sprouting 90g pack baby pak choi , each halved lengthways 6 spring onions , halved lengthways 2 tbsp brown  miso paste 1 tbsp mirin 1 tbsp rice wine vinegar 1 tbsp soft brown sugar 2 tsp finely grated  ginger 1 red chilli , deseeded and diced",japanese-recipes
15,Teriyaki chicken meatballs with rice & greens,"2 shallots 1 carrot , cut into chunks 500g boneless, skinless  chicken breast or thighs, cut into chunks zest and juice 1 lemon a little  oil 200g basmati rice 200g spring green , chopped 100ml mirin 3 tbsp soy sauce 3 tbsp caster sugar",japanese-recipes
16,Miso chilli steak with crispy sweet potatoes,"2 large sweet potatoes , cut into wedges 1 tbsp vegetable oil , plus a little extra 1 tbsp sesame seed 1 tbsp miso paste juice 1 lemon 1 tbsp hot chilli sauce (sriracha is nice) 1 tbsp mirin 2 bavette or other lean steaks (about 200g each) large handful watercress leaves, to serve",japanese-recipes
17,Salmon & cucumber sushi rolls,"2 nori sheets 100g skinless  salmon fillet (use really fresh), thinly sliced lengthways ¼ cucumber , deseeded, thinly sliced lengthways squeeze wasabi , plus extra to serve pickled sushi ginger , to serve light soy sauce , to serve salmon roe , to serve (optional) 100g sushi rice 2 tsp saké or mirin (optional) 1 tbsp caster sugar (omit if using mirin) 25ml rice vinegar",japanese-recipes
18,Japanese salmon & avocado rice,"300g sushi rice 350g skinless salmon fillet 2 small, ripe avocados , sliced juice 1 lemon 4 tsp light soy sauce 4 tsp toasted sesame seeds 2 spring onions , thinly sliced 1 red chilli , deseeded and thinly sliced small handful coriander leaves",japanese-recipes
19,Teriyaki beef & lettuce cups,"350g trimmed sirloin steak 2 tbsp teriyaki sauce  marinade, (we used Kikkoman teriyaki marinade) 1⁄2 cucumber 2 tbsp coriander , roughly chopped  juice 1⁄2 lime 6 Little Gem lettuces  leaves  1 red chilli , deseeded and thinly sliced 1⁄2  red onion , thinly sliced",japanese-recipes
20,Miso pollock with cucumber & spring onion salad,"2 tbsp white miso paste 1 tsp low-sodium soy sauce 4 tbsp rice wine vinegar 2 x 125g skinless pollock fillets 1 bunch spring onions , sliced diagonally ½ cucumber , peeled into strips with a potato peeler 140g/ 5oz beansprout 100g/ 4oz radishes , sliced 1 red chilli , chopped (deseeded if you like) 3 limes , 2 juiced, 1 cut into wedges 1 tsp sesame oil",japanese-recipes
21,Next level chicken katsu curry,"2 large chicken breasts 400ml milk 100g plain flour  2 eggs , beaten 150g panko breadcrumbs or coarse dried breadcrumbs sprinkling shichimi togarashi or chilli power, plus extra to serve splash of soy sauce sunflower oil , for frying 50g butter 1 large carrot , chopped 1 onion , chopped 4 garlic cloves , chopped large piece of ginger , chopped 2 tbsp mild curry powder 1 tbsp honey 1 tbsp ketchup 1 tbsp red or brown miso paste 1 tbsp soy sauce 1 chicken stock cube shredded white cabbage , shredded nori, sesame seeds and cooked rice, to serve",japanese-recipes
22,Teriyaki prawns & broccoli noodles,"50ml low-sodium soy sauce 50ml mirin 2 tbsp lemon juice 1 ½ tbsp caster sugar 200g soba noodle 140g thin-stemmed broccoli 140g cooked prawn 1 small red chilli , thinly sliced",japanese-recipes
23,Soy tuna with wasabi mash,"3 tbsp soy sauce 1 tbsp rice wine vinegar 1 tbsp caster sugar 2 tuna steaks , each about 140g/5oz 500g potato 100ml semi-skimmed milk 2 tsp wasabi  paste (see Know-how) 1 spring onion , finely sliced frozen broad bean  or soya beans, to serve",japanese-recipes
