,name,ingredients,cuisine
25,Aromatic lamb with dates,"1 tbsp olive oil 1 onion , finely chopped 500g diced boneless lean lamb , preferably from the leg 300g sweet potatoes , cut into small chunks 2 tsp ground coriander 2 tsp ground cinnamon 1 tbsp tomato purée 50g pitted dates 2 tbsp coriander , roughly chopped",moroccan-recipes
26,"Pumpkin, cranberry & red onion tagine","3 tbsp olive oil 2 red onions , thickly sliced 3cm piece fresh root ginger , grated 500g/1lb 2oz pumpkin or squash, peeled, deseeded and cut into large chunks 1 tsp each cinnamon , coriander, cumin and harissa paste 1 tbsp clear honey 700g bottle tomato passata 50g dried cranberries 400g can chickpea , rinsed and drained 200g couscous 2 tsp vegetable stock granules zest and juice 1 lemon 3 tbsp toasted flaked almonds handful coriander , roughly chopped",moroccan-recipes
27,Moroccan spiced fish with ginger mash,"2 large sweet potatoes , peeled and cut into chunks 2 tsp butter , softened 1 garlic clove , crushed 0.5-1 tsp harissa (Belazu is good) zest 1 lemon small handful coriander , most chopped, rest left whole fingertip-size piece fresh root ginger , finely grated 2 skinless white fish fillets (look for sustainably caught)",moroccan-recipes
28,Moroccan harira,"1-2 tbsp rapeseed oil 2 large onions , finely chopped 4 garlic cloves , chopped 2 tsp turmeric 2 tsp cumin ½ tsp cinnamon 2 red chillies , deseeded and sliced 500g carton passata 1.7l reduced-salt vegetable bouillon 175dried green lentils 2 carrots , chopped into small pieces 1 sweet potato , peeled and diced 5 celery sticks , chopped into small pieces ⅔ small pack coriander , few sprigs reserved, the rest chopped 1 lemon , cut into 4 wedges, to serve",moroccan-recipes
29,Speedy Moroccan meatballs,"1 tbsp olive oil 350g pack ready-made beef  or chicken meatballs (approx 16) 1 large onion , sliced   100g dried apricot , halved  1 small   cinnamon  stick 400g tin chopped tomato  with garlic 25g toasted  flaked almond handful coriander , roughly chopped",moroccan-recipes
30,Moroccan roast lamb with roasted roots & coriander,"½ leg of lamb , around 800g 2 red onions , cut into wedges 1 butternut squash , skin left on, cut into wedges 1 celeriac , peeled and cut into wedges 2½ tbsp cold pressed rapeseed oil 2 tbsp ras el hanout 8 garlic cloves , skin on 1 small bunch coriander ½ tsp cumin seeds 1 lemon , zested and juiced ½ green chilli , deseeded",moroccan-recipes
31,Easy chicken tagine,"2 tbsp olive oil 8 skinless boneless chicken thighs, halved if large 1 onion, chopped 2 tsp grated fresh root ginger pinch saffron or tumeric 1 tbsp honey 400g carrot, cut into sticks small bunch parsley, roughly chopped lemon wedges, to serve",moroccan-recipes
32,Moroccan spiced pie,"2 tsp each coriander and cumin seeds 1 tsp paprika, plus extra for dusting ½ tsp ground cinnamon 150ml/¼ pint olive oil 900g squash, peeled and cut into small chunks (about 2cm) 12 shallots, quartered 4cm/1½ in piece root ginger, finely chopped 140g whole blanched almonds 140g shelled pistachios 75g pack dried cranberries 6 tbsp clear honey 225g pack fresh spinach 400g can chickpeas, drained and rinsed 2 garlic cloves 1 tsp ground cumin 3 tbsp lemon juice 4 tbsp chopped fresh coriander 100g butter 8 large sheets of filo pastry lemon wedges to serve 200g carton Greek yogurt 6 tbsp milk 3 large sprigs mint, leaves chopped 2-3 tbsp harissa paste",moroccan-recipes
33,Tabbouleh salad,"250g couscous 4 vine-ripened tomatoes half a cucumber 1 bunch spring onions , sliced 2 x 20g packs fresh parsley grated zest of a lemon 6 tbsp olive oil 2 tbsp lemon juice 1 crushed garlic clove",moroccan-recipes
34,Moroccan spiced cauliflower & almond soup,"1 large cauliflower 2 tbsp olive oil ½ tsp each ground cinnamon, cumin and  coriander 2 tbsp harissa paste , plus extra drizzle 1l hot vegetable or  chicken stock 50g toasted flaked almond , plus extra to serve",moroccan-recipes
35,Spiced bulgur wheat with roasted peppers,"200g bulgur wheat 250ml hot vegetable stock ½ tsp Morroccan spice  mix, or large pinch each ground cumin and ground cinnamon zest 1 lemon , juice of ½ lemon 1 tbsp olive oil ½ red onion , finely sliced 400g can   chickpea , drained 210g jar  roasted pepper , drained and torn into shreds small bunch coriander , leaves only",moroccan-recipes
36,Moroccan chickpea soup,"1 tbsp olive oil 1 onion, chopped 2 celery sticks, chopped 2 tsp ground cumin 600ml hot vegetable stock 400g can chopped plum tomatoes  with garlic 400g can chickpeas, rinsed and drained 100g frozen broad beans zest and juice ½ lemon large handful coriander or parsley and flatbread, to serve",moroccan-recipes
37,Moroccan kofte with spicy tomato sauce,"500g pack minced lamb 1 small red onion , finely chopped 1 tsp ground coriander 1 tbsp chopped mint 1 tbsp olive oil 1 garlic clove , finely chopped 2 x 400g cans chopped tomato 1-2 tsp harissa 1 tsp sugar 200g tub Greek yogurt 2 tbsp toasted pine nuts",moroccan-recipes
38,Spicy Moroccan rice,"4 skinless  chicken breasts , diced 1 tbsp Moroccan spice  seasoning 1 onion , finely sliced 50g butter 300g rice 12 dried apricots , halved chicken stock cube 410g can chickpeas , drained and rinsed 15g pack flatleaf parsley , chopped",moroccan-recipes
39,Moroccan spiced carrots,"500g carrot , halved and cut into thin rounds 2 tbsp extra-virgin olive oil harissa paste 1 tbsp lemon juice handful  chopped coriander , plus extra",moroccan-recipes
40,Moroccan orange & cardamom cake,"2 oranges , scrubbed seeds of 6 green cardamom pods, crushed 225g pack xylitol (we used Total Sweet) 6 large eggs 200g pack ground almonds 50g polenta 25g self-raising flour 2tsp baking powder 1tbsp flaked almonds Greek yogurt or cream, to serve",moroccan-recipes
41,Tangy couscous salad,"300g couscous  or bulgur wheat vegetable stock 2 courgettes 1 tbsp olive oil 100g feta cheese , crumbled 20g pack  parsley , chopped juice 1 lemon",moroccan-recipes
42,Moroccan chard & lamb pan-fry,"1 bunch chard 1 olive oil 600g diced shoulder of lamb 1 onion , sliced 2 garlic cloves , sliced 1 tsp each ground turmeric , cumin seeds, coriander seeds pinch chilli flakes 400ml stock , lamb or chicken handful  raisins handful toasted  pine nuts",moroccan-recipes
43,Versatile dip,"225g  thick and creamy plain yogurt , strained 3-4 tbsp harissa  (depending on taste) small handful coriander , finely chopped small handful  fresh mint , finely chopped",moroccan-recipes
44,Moroccan freekeh traybake,"2 tbsp olive oil 400g can chickpeas , rinsed and drained 1 tsp ground coriander 1 tsp ground cumin  ½ tsp chilli flakes 270g cherry tomatoes  ½ x 400g can apricot halves , drained and roughly chopped 70g green olives 250g pouch  cooked freekeh 70g fat-free Greek yogurt small bunch dill , finely chopped",moroccan-recipes
45,Fish tagine with saffron & almonds,"1 tbsp olive oil 1 onion , chopped good pinch saffron 600ml hot fish or chicken stock 2 garlic cloves , crushed thumb-sized piece ginger , peeled and grated ½ green chilli (deseeded if you don't like it too hot), finely sliced 2 tsp ground cumin 1 tsp ground coriander 1 tsp cinnamon 1 tbsp tomato purée 10 cherry tomatoes , halved 2 tbsp ground almond zest 1  orange , juice of ½ 1 tbsp honey 700g white fish , cut into large chunks small bunch coriander , chopped handful  flaked almond , toasted ½ green chilli , (deseeded if you don't like it too hot), to serve couscous and natural yogurt, to serve (optional)",moroccan-recipes
46,Moroccan roast chicken with apricots,"2 small  chicken 6 tbsp olive oil small bunch coriander 2 tbsp sumac (see tip, below) 1 tbsp cumin seed 1 tbsp fennel seed 2 tsp chilli flakes 2 garlic cloves zest and juice 2  lemons 4 tbsp pomegranate molasses 250g natural yogurt , mixed with 1-2 pinches saffron, to serve 12 apricots , halved and stoned 2 preserved lemons , rinsed, seeds removed, finely chopped 3 tbsp clear honey 1 tbsp orange blossom water 4 tbsp white wine vinegar",moroccan-recipes
47,Moroccan-spiced turkey pie,"2 tsp coriander seeds 2 tsp cumin seeds pinch of ground cinnamon 2 tbsp olive oil 2 aubergines , cut into small dice 2 banana shallots , halved and sliced 2 tbsp harissa 2 peppers (any colours will do), deseeded and diced 227g can chopped tomatoes 1 chicken stock cube 500g leftover turkey (a mix of leg and breast is best), chopped 100g butter , melted, plus extra for greasing 250g pack (about 10 large sheets) filo pastry 25g flaked almonds",moroccan-recipes
