,name,ingredients,cuisine
13,Chilli ginger lamb chops,"4 garlic cloves , crushed 1 tbsp grated ginger 1 tbsp lemon juice 1 tbsp olive oil ½ tsp chilli powder 1 tsp cumin 8 lamb chops",turkish-recipes
14,Homemade falafels,"2 tbsp sunflower or vegetable oil 1 small onion, finely chopped 1 garlic clove, crushed 400g can chickpea, washed and drained 1 tsp ground cumin 1 tsp ground coriander (or use more cumin)  handful parsley, chopped, or 1 tsp dried mixed herbs 1 egg, beaten",turkish-recipes
15,Almond & honey pastries with orange cream,"200g whole blanched almond , toasted and roughly chopped 85g icing sugar , plus extra to serve 85g butter , melted 2 tsp orange flower water 1 tsp cinnamon 1 egg yolk 190g pack brik pastry clear honey , to serve zest 1 orange 300g Greek yogurt 300ml tub double cream 2 tbsp icing sugar , sifted",turkish-recipes
16,Aubergine couscous salad,"1 large aubergine , sliced into 1cm rounds 3 tbsp olive oil 140g couscous 225ml hot vegetable stock 200g cherry tomato , halved handful mint  leaves, roughly chopped 100g log firm goat's cheese , cubed juice 1⁄2 lemon",turkish-recipes
17,Minty lamb flatbreads,"400g lamb mince 1 garlic clove , crushed 1 tsp ground cumin 2 tsp ground coriander 2 handfuls mint leaves, half chopped 2 large tomatoes , deseeded and diced  4 small khobez  flatbreads or 4 soft flour tortillas (you can buy khobez flatbreads from larger Sainsbury's) 4 tbsp low-fat natural yogurt",turkish-recipes
18,Roasted chicken with creamy walnut sauce,"8 chicken thighs , skin on and bone in 1 tsp cumin ½ tsp paprika 2 tbsp olive oil 6 pitta breads 150ml hot chicken stock 175g walnuts 1 small onion , chopped 2 garlic cloves , chopped 50ml single cream juice 1 lemon handful coriander , chopped",turkish-recipes
19,Easy hummus recipe,"1 x 400g can chickpea , don't drain 1 tbsp tahini paste 1 fat garlic clove , chopped 3 tbsp 0% fat  Greek yogurt good squeeze lemon juice",turkish-recipes
20,"Baked aubergine stuffed with roast pumpkin, feta & walnut with minted courgettes","2 large aubergines 200g/7oz pumpkin or squash (try kabocha or butternut squash) 100g red onion , thinly sliced 1 tsp cumin seeds (or use slightly less ground cumin) 2 garlic cloves , thinly sliced 4 tbsp virgin rapeseed or olive oil 2 tsp fresh herb (thyme, oregano, sage or rosemary work well) 100g feta cheese , diced large handful walnuts , lightly toasted and halved 4 courgettes 1 lemon 2 tsp extra-virgin olive oil small handful mint leaves, chopped small handful flat-leaf parsley , chopped",turkish-recipes
21,Turkish-style lamb,"4 lamb  leg steaks 2 tsp seasoning  (we used Schwartz Lamb Simply Shake seasoning) 1 tsp dried  oregano , or mixed herbs would do small bunch mint , leaves only, chopped  2 x 150g tubs low-fat plain yogurt 4 pitta breads , white or wholemeal ½ iceberg lettuce , shredded 1 red onion , thinly sliced 1 lemon , cut into wedges for squeezing, optional",turkish-recipes
22,"Walnut, date & honey cake","225g self-raising flour ½ tsp ground cinnamon 175g softened butter 100g light muscovado sugar 3 tbsp clear honey 2 eggs , beaten 2 medium, ripe bananas , about 250g/9oz total weight in their skins 100g stoned dates 50g pack walnut  pieces",turkish-recipes
23,Griddled flatbreads,250g strong wholemeal flour 250g strong white flour 2 x 7g sachets easy-blend yeast 1 tsp sugar 2 tbsp olive oil,turkish-recipes
24,Turkish pizza with spiced pomegranate beef & feta,"500g pack  bread mix 1 tsp olive oil , plus a little extra for the dough 2 medium onions , chopped 2 garlic cloves , chopped 250g extra-lean  minced beef 2 tsp ground cumin 2 tsp ground cinnamon 1 tbsp red  chilli flakes 5 tbsp tomato purée 6 tbsp pomegranate molasses 400g pickled cherry peppers , roughly chopped 50g feta cheese , crumbled 1 tbsp pine nuts",turkish-recipes
25,Spiced lamb & feta gozleme with special tomato sauce,"7g sachet  fast-action dried yeast 1 tsp golden caster sugar 250g plain flour 2 tbsp olive oil 1 tbsp olive oil , plus extra to finish 500g pack lamb mince 2 garlic cloves , crushed 2 tsp ground cumin 2 tsp ground coriander 1 tsp ground cinnamon 1 tsp mild chilli powder 50g raisin zest 1  lemon 3 spring onions , finely sliced 50g toasted pine nut 100g feta cheese 8 tbsp tomato ketchup 2 tbsp pomegranate molasses 1 tbsp very finely chopped red onion",turkish-recipes
26,Imam bayildi with BBQ lamb & tzatziki,"3 aubergines 2 tbsp olive oil , plus extra for brushing 1 Spanish onion , finely chopped 2 garlic cloves , crushed 1 tsp cinnamon 8 ripe tomatoes , peeled small bunch flat-leaf parsley , chopped 12 lamb chops or cutlets paprika , for seasoning 1 lemon , halved 150g tub Greek yogurt ½ cucumber , seeds scooped out, grated 2 tbsp chopped mint",turkish-recipes
27,Turkish one-pan eggs & peppers (Menemen),"2 tbsp olive oil 2 onions , sliced 1 red or  green pepper , halved deseeded and sliced 1-2 red chillies , deseeded and sliced 400g can chopped tomatoes 1-2 tsp caster sugar 4 eggs small bunch parsley , roughly chopped 6 tbsp thick, creamy yogurt 2 garlic cloves , crushed",turkish-recipes
28,Grilled aubergines with spicy chickpeas & walnut sauce,"4 tbsp olive oil 1 onion , finely chopped 1 red chilli , deseeded and finely chopped 2cm piece  ginger , finely chopped ½ tsp each ground cumin , coriander and cinnamon 400g can chickpeas , rinsed and drained 200g tomatoes , chopped juice ½ lemon 2 aubergines , sliced lengthways 200g tub Greek-style yogurt 1 garlic clove , crushed 25g walnuts , chopped handful coriander leaves, roughly chopped",turkish-recipes
29,DIY kofta burgers,"1kg lamb mince 2 onions, coarsely grated 1 garlic bulb, broken into cloves and finely chopped or grated 6 tbsp garam masala bunch coriander, chopped (optional) 1 tbsp chilli sauce, plus extra to serve 8 pitta breads 4 tomatoes, halved and sliced half a red cabbage, shredded 1 red onion, sliced (optional) small pot plain yogurt",turkish-recipes
30,Hot cumin lamb wrap with crunchy slaw & spicy mayo,"4 small lamb leg steaks 2tsp olive oil 1 heaped tsp  ground cumin 1tbsp sugar 3tbsp white wine vinegar 2 carrots, coarsely grated 2 spring onions, finely sliced 400g white cabbage, very finely sliced 5 sweet peppadew peppers, 2 roughly sliced 3tbsp mayonnaise 4 large pitta or flatbreads, warmed",turkish-recipes
31,Smoked aubergine purée,"2 medium aubergines juice 1 lemon 2-3 garlic cloves , crushed 150ml pot thick yogurt small bunch dill , leaves chopped",turkish-recipes
32,"Slow-roast lamb with cinnamon, fennel & citrus","1 leg of lamb zest and juice 1 lemon and 1 orange 4 tbsp olive oil 2 tbsp clear honey 1 tbsp each of cinnamon , fennel seeds, ground cumin 3 garlic cloves , crushed",turkish-recipes
33,"Chicken wings with cumin, lemon & garlic","12 chicken wings 2 garlic cloves , crushed zest and juice 1 lemon 1 tsp cumin seed 2 tbsp olive oil 1 tbsp honey",turkish-recipes
34,Rose cream & raspberry jellies,"135g pack  raspberry jelly 500ml double cream 1 tsp rosewater 12 raspberries , halved drizzle of  clear honey small handful mint leaves 1 tbsp pistachio , chopped",turkish-recipes
35,Turkish lamb pilau,"small handful  pine nuts  or flaked almonds 1 tbsp  olive oil 1 large  onion , halved and sliced 2 cinnamon  sticks, broken in half 500g lean  lamb  neck fillet, cubed 250g basmati rice 1 lamb  or vegetable stock cube 12 ready-to-eat dried apricots handful fresh  mint  leaves, roughly chopped",turkish-recipes
36,Smoky chicken skewers,"6 boneless, skinless chicken thighs (about 500g/1lb 2oz) 2 tbsp olive oil 1 tsp fennel seed , crushed 1 tsp ground cumin 1 tsp sweet smoked paprika (pimenton) 1 garlic clove , crushed 1 tsp red wine vinegar smoky aïoli , to serve (see tips below)",turkish-recipes
37,Chilli ginger lamb chops,"4 garlic cloves , crushed 1 tbsp grated ginger 1 tbsp lemon juice 1 tbsp olive oil ½ tsp chilli powder 1 tsp cumin 8 lamb chops",turkish-recipes
38,Homemade falafels,"2 tbsp sunflower or vegetable oil 1 small onion, finely chopped 1 garlic clove, crushed 400g can chickpea, washed and drained 1 tsp ground cumin 1 tsp ground coriander (or use more cumin)  handful parsley, chopped, or 1 tsp dried mixed herbs 1 egg, beaten",turkish-recipes
39,Almond & honey pastries with orange cream,"200g whole blanched almond , toasted and roughly chopped 85g icing sugar , plus extra to serve 85g butter , melted 2 tsp orange flower water 1 tsp cinnamon 1 egg yolk 190g pack brik pastry clear honey , to serve zest 1 orange 300g Greek yogurt 300ml tub double cream 2 tbsp icing sugar , sifted",turkish-recipes
40,Aubergine couscous salad,"1 large aubergine , sliced into 1cm rounds 3 tbsp olive oil 140g couscous 225ml hot vegetable stock 200g cherry tomato , halved handful mint  leaves, roughly chopped 100g log firm goat's cheese , cubed juice 1⁄2 lemon",turkish-recipes
41,Minty lamb flatbreads,"400g lamb mince 1 garlic clove , crushed 1 tsp ground cumin 2 tsp ground coriander 2 handfuls mint leaves, half chopped 2 large tomatoes , deseeded and diced  4 small khobez  flatbreads or 4 soft flour tortillas (you can buy khobez flatbreads from larger Sainsbury's) 4 tbsp low-fat natural yogurt",turkish-recipes
42,Roasted chicken with creamy walnut sauce,"8 chicken thighs , skin on and bone in 1 tsp cumin ½ tsp paprika 2 tbsp olive oil 6 pitta breads 150ml hot chicken stock 175g walnuts 1 small onion , chopped 2 garlic cloves , chopped 50ml single cream juice 1 lemon handful coriander , chopped",turkish-recipes
43,Easy hummus recipe,"1 x 400g can chickpea , don't drain 1 tbsp tahini paste 1 fat garlic clove , chopped 3 tbsp 0% fat  Greek yogurt good squeeze lemon juice",turkish-recipes
44,"Baked aubergine stuffed with roast pumpkin, feta & walnut with minted courgettes","2 large aubergines 200g/7oz pumpkin or squash (try kabocha or butternut squash) 100g red onion , thinly sliced 1 tsp cumin seeds (or use slightly less ground cumin) 2 garlic cloves , thinly sliced 4 tbsp virgin rapeseed or olive oil 2 tsp fresh herb (thyme, oregano, sage or rosemary work well) 100g feta cheese , diced large handful walnuts , lightly toasted and halved 4 courgettes 1 lemon 2 tsp extra-virgin olive oil small handful mint leaves, chopped small handful flat-leaf parsley , chopped",turkish-recipes
45,Turkish-style lamb,"4 lamb  leg steaks 2 tsp seasoning  (we used Schwartz Lamb Simply Shake seasoning) 1 tsp dried  oregano , or mixed herbs would do small bunch mint , leaves only, chopped  2 x 150g tubs low-fat plain yogurt 4 pitta breads , white or wholemeal ½ iceberg lettuce , shredded 1 red onion , thinly sliced 1 lemon , cut into wedges for squeezing, optional",turkish-recipes
46,"Walnut, date & honey cake","225g self-raising flour ½ tsp ground cinnamon 175g softened butter 100g light muscovado sugar 3 tbsp clear honey 2 eggs , beaten 2 medium, ripe bananas , about 250g/9oz total weight in their skins 100g stoned dates 50g pack walnut  pieces",turkish-recipes
47,Griddled flatbreads,250g strong wholemeal flour 250g strong white flour 2 x 7g sachets easy-blend yeast 1 tsp sugar 2 tbsp olive oil,turkish-recipes
