,name,ingredients,cuisine
10,Three-cheese soufflés,"50g butter , plus extra for greasing 25g parmesan (or vegetarian alternative), finely grated 300ml full-fat milk 2 bay leaves 5 tbsp plain flour ½ tsp English mustard powder pinch of  cayenne pepper 140g gruyère (or vegetarian alternative), grated 3 eggs , separated 8 slices  goat's cheese (see 'Try', below) 150ml double cream salad leaves, to serve (see 'Try', below)",french-recipes
11,French onion soup,"50g butter 1 tbsp olive oil 1kg onions, halved and thinly sliced 1 tsp sugar 4 garlic cloves, thinly sliced 2 tbsp plain flour 250ml dry white wine 1.3l hot strongly-flavoured  beef stock 4-8 slices baguette (depending on size) 140g gruyère, finely grated",french-recipes
12,Chocolate macarons,"125g icing sugar 1 tbsp cocoa 100g ground almonds 2 medium egg whites 50g milk or dark chocolate , chopped 2 tsp skimmed milk , warmed a little",french-recipes
13,Pork cassoulet,"4 tbsp fat (lard if you’re budgeting, goose or duck fat if you're not) 350g assorted pork , diced (a mixture of bacon, sausage and diced pork works well) 1 large onion , halved and sliced 10 fat garlic cloves , peeled 1 carrot , thinly sliced 1 tsp fennel seeds 2 tbsp red wine vinegar 600ml stock 1 tbsp tomato purée 2 rosemary stalks, leaves picked and chopped handful of parsley , finely chopped 400g can haricot or cannellini beans , drained few tbsp fresh or dried breadcrumbs drizzle of oil , whatever you have crusty bread , to serve green vegetables , to serve",french-recipes
14,Honey-roast confit of duck,"3 thyme sprigs , leaves roughly chopped 2-3 rosemary sprigs, leaves roughly chopped 2 fat garlic cloves , lightly bashed ½ tsp black peppercorns 4 duck leg (about 800g) 750g duck fat 2 bay leaves sunflower oil , for covering the duck, if needed 4 tbsp clear honey",french-recipes
15,The ultimate makeover: French onion soup,"4 large Spanish onions (about 900g/2lb) 3 tbsp extra virgin rapeseed oil 4 thyme sprigs 2 bay leaves 300ml dry white wine 1 rounded tbsp plain flour 1 tbsp Swiss vegetable bouillon 1 garlic clove , crushed 1 tbsp extra virgin rapeseed oil 4 long slices from a baguette 25g parmesan , or vegetarian alternative, coarsely grated 50g gruyère , coarsely grated",french-recipes
16,Ultimate Crêpes Suzette,"100g plain flour 1 tbsp golden caster sugar 2 large eggs 1 tbsp sunflower oil 300ml semi-skimmed milk splash of beer , about 2 tbsp (optional) 100g butter 100g golden caster sugar 150ml freshly squeezed orange juice  (about 12 large oranges) 2 tsp finely grated orange zest 1 tsp finely grated lemon zest 3 tbsp Grand Marnier 2 tbsp cognac",french-recipes
17,French-style chicken with peas & bacon,"6 rashers smoked streaky bacon, chopped 8 skinless, boneless chicken thighs 2 garlic cloves, thinly sliced 1 bunch spring onions, roughly chopped 300ml hot chicken stock 250g frozen peas 1 Little Gem lettuce, roughly shredded 2 tbsp crème fraîche",french-recipes
18,Boulangère potatoes,"2 onions, thinly sliced few thyme sprigs  2 tbsp olive oil 1 ½kg floury potato, such as Maris Piper or Desirée, peeled and sliced thinly, by hand or using a food processor 425ml vegetable stock",french-recipes
19,Easy crêpes,"175g plain flour 3 large eggs 450ml milk sunflower oil , for frying",french-recipes
20,Cheesy French toast with ham & grilled vine tomatoes,"5 eggs , beaten 4 tbsp milk 140g gruyère , grated 1 tbsp chopped chives knob of butter 1large baguette , thickly sliced 250g cherry tomatoes on the vine olive oil , for grilling 250g sliced ham - about 25 slices (James used Serrano) watercress , to serve",french-recipes
21,Chicken liver & pineau pâté,"500g chicken livers 100g butter 100g unsmoked lardons  or chopped streaky bacon 1 garlic clove , crushed or finely chopped 1 tbsp  fresh thyme  leaves or 1 tsp dried 5 tbsp pineau  or sherry herb  sprigs to garnish, rosemary, thyme or bay toasted brioche  or raisin bread and cornichons, to serve",french-recipes
22,White chocolate crème brûlée,"568ml pot double cream 100g Green & Black's white chocolate , broken into pieces 1 vanilla  pod, split or 1 tsp vanilla extract 6 egg  yolks 2 tbsp golden caster sugar , plus extra for topping",french-recipes
23,Basic hollandaise,"500ml white wine vinegar 1 tbsp peppercorn bunch tarragon 3large free-range  egg yolks 200ml melted and skimmed  unsalted butter (see Secrets for success, below) squeeze lemon juice",french-recipes
24,Blood orange & dark chocolate madeleines,"100g unsalted butter , plus extra for greasing 2 large eggs 100g golden caster sugar zest 2 blood oranges plus juice of 1/2 (about 2 tbsp) 100g plain flour , plus extra for dusting 1 tsp baking powder 140g dark chocolate (60-70% cocoa solids), finely chopped blood orange dust (optional - see below)",french-recipes
25,Steak haché with pommes frites & cheat's Béarnaise sauce,"1 tbsp vegetable oil 4 shallots , very finely chopped 600g freshly ground beef (ask the butcher for something with roughly 15% fat - we used chuck) 8 thyme sprigs , leaves picked and chopped 2 tsp Dijon mustard 2 tbsp plain flour 200ml crème fraîche 1 egg yolk 6 tarragon sprigs, leaves picked and finely chopped dressed green salad , to serve 4 large baking potatoes (such as Maris Piper or Russet), peeled 2 tbsp vegetable oil",french-recipes
26,French toast,"2 large eggs 80ml whole milk 40ml double cream 1 tsp vanilla extract ½ tsp cinnamon 4 thick slices brioche 2 tbsp vegetable oil 2 tbsp butter icing sugar and fresh berries, to serve (optional)",french-recipes
27,Macarons,"170g icing sugar 160g ground almonds 120ml egg whites from about 4 medium eggs, separated into 2 equal batches 160g granulated sugar ½ tsp red food colouring (see tip) 120g double cream 110g dark chocolate, finely chopped 25g unsalted butter, room temperature 75g raspberry jam",french-recipes
28,Baked ratatouille & goat’s cheese,"4 tbsp olive oil 2 red onions , chopped 2 garlic cloves , finely chopped 2 aubergines , diced 2 red peppers , seeded and diced 1 tsp smoked paprika 2 tbsp balsamic vinegar 1 tsp soy sauce 500ml passata 200g young goat’s cheese 4 courgettes (a mixture of green and yellow looks nice), thinly sliced 400ml milk 50g unsalted butter 50g plain flour 80g parmesan or vegetarian alternative, finely grated",french-recipes
29,Croissants,"500g strong white flour, plus extra for dusting 1 ½ tsp salt 50g sugar 2 x 7g sachets fast-action dried yeast oil, for greasing 300g butter, at room temperature 1 egg, beaten",french-recipes
30,Classic crêpes,"140g plain flour 200ml whole milk 2 eggs 25g unsalted butter, melted, plus a little extra for greasing",french-recipes
31,Coq au vin,"1½ tbsp olive oil 3 rashers (100g) dry-cured, smoked back bacon, fat trimmed, chopped 12 small shallots, peeled 2 free-range chicken legs (460g), skin removed 4 free-range chicken thighs with bone and skin (650g), skin removed 2 free-range, skinless, boneless chicken breasts (280g) 3 garlic cloves, finely chopped 3 tbsp brandy or Cognac 600ml red wine 150ml good-quality chicken stock 2 tsp tomato purée 3 thyme sprigs, 2 rosemary sprigs and 2 bay leaves, to make a bouquet garni small handful chopped flat-leaf parsley, to garnish 1½ tbsp olive oil 250g chestnut mushrooms, halved if large 2 tbsp plain flour 1½ tsp olive oil 1 tsp softened butter",french-recipes
32,Ultimate French omelette,"3 eggs , as fresh as possible, preferably organic and free-range, room temperature 2 knobs unsalted butter 1 tsp finely, freshly grated parmesan (or vegetarian alternative) 2-3 chopped tarragon  leaves 1 tbsp each snipped chives and chopped chervil  or parsley 3 rounded tbsp finely grated gruyère",french-recipes
33,Tarte tatin,"300g all-butter puff pastry plain flour, for dusting 6 dessert apples (about 900g/2lb), such as Braeburn, Cox’s Orange Pippin or Adam’s Pearmain 100g golden caster sugar 85g unsalted butter (60g/21/4oz chilled and diced, 25g/1oz melted) crème fraîche (full-fat please!) or high-quality vanilla ice cream, to serve",french-recipes
34,Three-cheese soufflés,"50g butter , plus extra for greasing 25g parmesan (or vegetarian alternative), finely grated 300ml full-fat milk 2 bay leaves 5 tbsp plain flour ½ tsp English mustard powder pinch of  cayenne pepper 140g gruyère (or vegetarian alternative), grated 3 eggs , separated 8 slices  goat's cheese (see 'Try', below) 150ml double cream salad leaves, to serve (see 'Try', below)",french-recipes
35,French onion soup,"50g butter 1 tbsp olive oil 1kg onions, halved and thinly sliced 1 tsp sugar 4 garlic cloves, thinly sliced 2 tbsp plain flour 250ml dry white wine 1.3l hot strongly-flavoured  beef stock 4-8 slices baguette (depending on size) 140g gruyère, finely grated",french-recipes
36,Chocolate macarons,"125g icing sugar 1 tbsp cocoa 100g ground almonds 2 medium egg whites 50g milk or dark chocolate , chopped 2 tsp skimmed milk , warmed a little",french-recipes
37,Pork cassoulet,"4 tbsp fat (lard if you’re budgeting, goose or duck fat if you're not) 350g assorted pork , diced (a mixture of bacon, sausage and diced pork works well) 1 large onion , halved and sliced 10 fat garlic cloves , peeled 1 carrot , thinly sliced 1 tsp fennel seeds 2 tbsp red wine vinegar 600ml stock 1 tbsp tomato purée 2 rosemary stalks, leaves picked and chopped handful of parsley , finely chopped 400g can haricot or cannellini beans , drained few tbsp fresh or dried breadcrumbs drizzle of oil , whatever you have crusty bread , to serve green vegetables , to serve",french-recipes
38,Honey-roast confit of duck,"3 thyme sprigs , leaves roughly chopped 2-3 rosemary sprigs, leaves roughly chopped 2 fat garlic cloves , lightly bashed ½ tsp black peppercorns 4 duck leg (about 800g) 750g duck fat 2 bay leaves sunflower oil , for covering the duck, if needed 4 tbsp clear honey",french-recipes
39,The ultimate makeover: French onion soup,"4 large Spanish onions (about 900g/2lb) 3 tbsp extra virgin rapeseed oil 4 thyme sprigs 2 bay leaves 300ml dry white wine 1 rounded tbsp plain flour 1 tbsp Swiss vegetable bouillon 1 garlic clove , crushed 1 tbsp extra virgin rapeseed oil 4 long slices from a baguette 25g parmesan , or vegetarian alternative, coarsely grated 50g gruyère , coarsely grated",french-recipes
40,Ultimate Crêpes Suzette,"100g plain flour 1 tbsp golden caster sugar 2 large eggs 1 tbsp sunflower oil 300ml semi-skimmed milk splash of beer , about 2 tbsp (optional) 100g butter 100g golden caster sugar 150ml freshly squeezed orange juice  (about 12 large oranges) 2 tsp finely grated orange zest 1 tsp finely grated lemon zest 3 tbsp Grand Marnier 2 tbsp cognac",french-recipes
41,French-style chicken with peas & bacon,"6 rashers smoked streaky bacon, chopped 8 skinless, boneless chicken thighs 2 garlic cloves, thinly sliced 1 bunch spring onions, roughly chopped 300ml hot chicken stock 250g frozen peas 1 Little Gem lettuce, roughly shredded 2 tbsp crème fraîche",french-recipes
42,Boulangère potatoes,"2 onions, thinly sliced few thyme sprigs  2 tbsp olive oil 1 ½kg floury potato, such as Maris Piper or Desirée, peeled and sliced thinly, by hand or using a food processor 425ml vegetable stock",french-recipes
43,Easy crêpes,"175g plain flour 3 large eggs 450ml milk sunflower oil , for frying",french-recipes
44,Cheesy French toast with ham & grilled vine tomatoes,"5 eggs , beaten 4 tbsp milk 140g gruyère , grated 1 tbsp chopped chives knob of butter 1large baguette , thickly sliced 250g cherry tomatoes on the vine olive oil , for grilling 250g sliced ham - about 25 slices (James used Serrano) watercress , to serve",french-recipes
45,Chicken liver & pineau pâté,"500g chicken livers 100g butter 100g unsmoked lardons  or chopped streaky bacon 1 garlic clove , crushed or finely chopped 1 tbsp  fresh thyme  leaves or 1 tsp dried 5 tbsp pineau  or sherry herb  sprigs to garnish, rosemary, thyme or bay toasted brioche  or raisin bread and cornichons, to serve",french-recipes
46,White chocolate crème brûlée,"568ml pot double cream 100g Green & Black's white chocolate , broken into pieces 1 vanilla  pod, split or 1 tsp vanilla extract 6 egg  yolks 2 tbsp golden caster sugar , plus extra for topping",french-recipes
47,Basic hollandaise,"500ml white wine vinegar 1 tbsp peppercorn bunch tarragon 3large free-range  egg yolks 200ml melted and skimmed  unsalted butter (see Secrets for success, below) squeeze lemon juice",french-recipes
