,name,ingredients,cuisine
10,Sticky bourbon BBQ wings with blue cheese dip,"1kg whole chicken wings 2 tbsp olive oil 4 celery sticks , each cut into 4 small sticks (keep some with their leaves) bunch French breakfast radishes (with their leaves if you can get them) 150ml tomato ketchup 100ml cider vinegar 100ml bourbon 4 tbsp dark brown sugar 2 tbsp hot chilli sauce 1 tbsp Worcestershire sauce 1 tsp ground cumin 1 tsp ground coriander 1 tsp ground paprika 1 tbsp butter 100g gorgonzola 150ml soured cream 50g mayonnaise good squeeze  lemon juice",american-recipes
11,Southern-fried prawns,"sunflower oil , for deep-frying ½ bunch of coriander , leaves picked, to serve 1 lemon , zested (optional) and cut into wedges to serve 100ml buttermilk ½ tsp garlic granules 1 tsp ground ginger 18 jumbo raw prawns , head left on, tails peeled, butterflied 100g plain flour 1 tbsp cornflour ½ tsp  cayenne pepper ½ tsp dried thyme ½ tsp ground coriander 50g cornflakes , crushed to fine crumbs",american-recipes
12,Spicy pies with sweet potato mash,"1kg sweet potatoes , peeled and cut into large chunks 2 tbsp milk 50g mature cheddar , finely grated 1 tbsp rapeseed oil 2 onions , halved and sliced 500g lean beef mince (5% fat) 1 tbsp smoked paprika , plus extra for sprinkling 1 tbsp ground cumin 1 tbsp ground coriander 1 tbsp mild chilli powder 1 tbsp vegetable bouillon powder 400g can black-eyed beans 400g can chopped tomatoes 1large green pepper , diced 326g can of sweetcorn in water broccoli or salad, to serve (optional) ",american-recipes
13,Cheesesteak hot dogs,"1 large rib-eye steak (approx 300g) 3 tbsp olive oil 2 garlic cloves , crushed but whole 2 green peppers , sliced 4 hot dog buns 60g smoked cheddar , sliced, yellow mustard (we used French’s), to serve 2 tbsp crispy onions",american-recipes
14,Creamed corn,"75g butter 1 onion , finely chopped 3 corn cobs 1 tsp sugar 125ml single cream grated cheddar or mozzarella",american-recipes
15,American pancakes,"200g self-raising flour 1 ½ tsp baking powder 1 tbsp golden caster sugar 3 large eggs 25g melted butter, plus extra for cooking 200ml milk vegetable oil, for cooking maple syrup toppings of your choice, such as  cooked bacon, chocolate chips, blueberries or peanut butter and jam",american-recipes
16,Baby back ribs with Carolina baste,50g light brown soft sugar 2 tbsp smoked paprika 2 tbsp English mustard powder 1 tsp celery salt 1 tsp garlic granules 4 racks baby back pork ribs (about 450g each) 250ml yellow mustard (we used French’s Classic) 150ml cider vinegar 2 tbsp treacle 75g light brown soft sugar 2 tbsp Worcestershire sauce 1-2 tbsp hot chilli sauce 2 tsp hot chilli powder,american-recipes
17,Choc chip pecan pie,"300g plain flour 75g salted butter , cubed 100g cream cheese 1 tbsp icing sugar 150g salted butter 200ml maple syrup 250g light brown soft sugar 100g dark brown soft sugar 4 eggs , beaten 1 tsp vanilla extract 400g pecans , finely chopped 200g dark chocolate chips , or a bar, chopped",american-recipes
18,American burnt onion dip,"1 onion 1 tbsp olive oil 150ml soured cream 50g mayonnaise raw vegetables , to serve",american-recipes
19,Smoky braised brisket,"800g-1kg brisket , boneless 1 tbsp light muscovado sugar 1 tsp smoked paprika pinch chilli flakes ½ tsp garlic granules ½ tsp ground cumin 1 dried chipotle chilli 1 tbsp beef dripping or neutral oil 1 onion , sliced 1 carrot , chopped 1 garlic clove , finely chopped 1 thyme sprig 1 bay leaf 1 star anise 1 lemon , zested 800ml good beef stock 1 tbsp plain flour 1 tbsp butter 1 tbsp honey 1 tbsp snipped chives 100g soured cream or crème fraîche ½ lemon , juiced jacket potatoes buttered kale",american-recipes
20,Stickiest ever BBQ ribs with chive dip,"2 racks baby back pork ribs 2 cans cola 2 tsp toasted sesame seed (optional) 8 tbsp tomato ketchup 8 tbsp soft brown sugar 2 tbsp soy sauce 2 tbsp Worcestershire sauce 2 tbsp sweet chilli sauce 1 tsp paprika 300ml pot half-fat soured cream 2 tbsp salad cream small bunch chive, snipped 6 spring onions, sliced",american-recipes
21,Sloppy joes,"1 tbsp vegetable oil 1 onion , finely chopped 2 small red peppers or yellow peppers, finely chopped 2 garlic cloves , crushed 400g minced beef 2 x 400ml cans chopped tomatoes 2 tbsp chipotle or smoky barbecue sauce 4 cheese slices 6 burger buns crispy onions , to serve iceberg lettuce , to serve",american-recipes
22,Edible cookie dough,"100g butter, softened to room temperature 175g soft brown sugar 2 tsp vanilla extract 140g plain flour 2 tbsp full-fat milk",american-recipes
23,All-American T-bone,"700g T-bone steak 2 garlic cloves , bashed ½ small pack thyme ½ tbsp olive oil 50g butter",american-recipes
24,Buffalo chicken,1 ½kg chicken thighs and drumsticks 180g sea salt flakes 90g soft dark brown sugar 2 tbsp chilli flakes 2 tbsp sweet smoked paprika 1 tbsp ground cumin 1 tbsp sea salt flakes 1 tbsp dark brown sugar 75g butter 125ml hot chilli sauce 1 tbsp maple syrup,american-recipes
25,Texas BBQ medley,"1 large chicken 5 beef short ribs (about 3kg), ribs separated 2kg piece boned pork shoulder , rind removed Texas barbecue sauce sliced sweet white onions  and sliced gherkins, to serve 8 tbsp good-quality flaky sea salt 2 tsp fennel seeds 1 tbsp black peppercorns 3 bay leaves 2 tsp cayenne pepper 1 tbsp smoked paprika 2 tsp garlic salt 150g soft light brown sugar 50g golden caster sugar wood chips (optional)",american-recipes
26,Pecan pie with maple cream,"150g unsalted butter , softened 80g golden caster sugar 2 large egg yolks , lightly beaten 250g plain flour , plus extra for dusting 250g pecans , toasted 3 large  eggs 55g golden caster sugar 100g golden syrup 50g unsalted butter , melted ½ tsp sea salt , plus extra for sprinkling 1 tbsp vanilla extract 1 tbsp bourbon whisky (optional) 300ml double cream 3 tbsp maple syrup",american-recipes
27,BBQ chicken platter,"1 whole chicken , jointed, or 8 bone-in chicken pieces (we used legs, breasts, thighs and wings) 1 tsp sea salt 1 tbsp smoked paprika 1 tsp garlic granules 2 tbsp runny  honey 2 tbsp cider vinegar 2 tbsp light brown soft sugar 200g American mustard",american-recipes
28,Truffled mac 'n' cheese,"500g macaroni 1l whole milk 2 bay leaves 60g butter 60g plain flour 2 tbsp Dijon mustard 2 tbsp roughly chopped thyme leaves 80g porcini white truffle paste or 2 tbsp truffle oil 1 tbsp porcini powder (or dried porcini mushrooms blitzed to a powder in a food processor) 80g taleggio cheese , chopped 125g ball of mozzarella , chopped 100g mature cheddar , grated 30g fresh breadcrumbs 30g parmesan , finely grated",american-recipes
29,S'mores dip,"200g milk chocolate 2 tbsp full-fat milk 350g mini marshmallows 100g digestive biscuits 100g strawberries , washed and hulled 100g pineapple chunks skewers",american-recipes
30,Hot gumbo dip,"2 tbsp vegetable oil 1 large onion , chopped 4 garlic cloves , crushed 1 tsp smoked paprika ½ tsp cayenne pepper 1 green pepper , finely chopped ½ x 400g can chopped tomatoes 100ml chicken or vegetable stock 1 bay leaf 4 spring onions , trimmed and sliced",american-recipes
31,Fully loaded Cajun chicken burgers,"4 skinless chicken breasts 2 tbsp olive oil 4 rashers smoked bacon 2 avocados 4 ciabatta rolls, split 4 thin slices of your favourite cheese 4 small handfuls baby spinach leaves mayonnaise , to serve (optional) 1 tbsp ground cumin 1 tbsp ground coriander 1 tbsp paprika",american-recipes
32,"Tomato, avocado & corn salad with migas & buttermilk dressing","125g coarse bread , such as sourdough (crusts removed) 2 tbsp full-fat milk 2 ½ tbsp olive oil 2 corn cobs 2 ripe, large avocados 1 large lime , juiced 2 spring onions , trimmed and sliced on the diagonal (use purple ones to add colour if you can find them) 600g tomatoes (a mixture of colours and sizes is good), sliced horizontally, or halved if they’re small 115g mayonnaise 1 level tsp Dijon mustard ½ small garlic clove , grated 5g chives , finely chopped 125ml buttermilk",american-recipes
33,Easy pickled onion rings,"175ml distilled malt vinegar 75g golden caster sugar 2 large onions , cut into 1cm-thick rings oil , for deep-frying 100g plain flour ½ tsp cayenne pepper ½ tsp  ground coriander smoked paprika , to serve 100g cornflour 100g plain flour ½ tsp bicarbonate of soda 300ml lager",american-recipes
34,Sticky bourbon BBQ wings with blue cheese dip,"1kg whole chicken wings 2 tbsp olive oil 4 celery sticks , each cut into 4 small sticks (keep some with their leaves) bunch French breakfast radishes (with their leaves if you can get them) 150ml tomato ketchup 100ml cider vinegar 100ml bourbon 4 tbsp dark brown sugar 2 tbsp hot chilli sauce 1 tbsp Worcestershire sauce 1 tsp ground cumin 1 tsp ground coriander 1 tsp ground paprika 1 tbsp butter 100g gorgonzola 150ml soured cream 50g mayonnaise good squeeze  lemon juice",american-recipes
35,Southern-fried prawns,"sunflower oil , for deep-frying ½ bunch of coriander , leaves picked, to serve 1 lemon , zested (optional) and cut into wedges to serve 100ml buttermilk ½ tsp garlic granules 1 tsp ground ginger 18 jumbo raw prawns , head left on, tails peeled, butterflied 100g plain flour 1 tbsp cornflour ½ tsp  cayenne pepper ½ tsp dried thyme ½ tsp ground coriander 50g cornflakes , crushed to fine crumbs",american-recipes
36,Spicy pies with sweet potato mash,"1kg sweet potatoes , peeled and cut into large chunks 2 tbsp milk 50g mature cheddar , finely grated 1 tbsp rapeseed oil 2 onions , halved and sliced 500g lean beef mince (5% fat) 1 tbsp smoked paprika , plus extra for sprinkling 1 tbsp ground cumin 1 tbsp ground coriander 1 tbsp mild chilli powder 1 tbsp vegetable bouillon powder 400g can black-eyed beans 400g can chopped tomatoes 1large green pepper , diced 326g can of sweetcorn in water broccoli or salad, to serve (optional) ",american-recipes
37,Cheesesteak hot dogs,"1 large rib-eye steak (approx 300g) 3 tbsp olive oil 2 garlic cloves , crushed but whole 2 green peppers , sliced 4 hot dog buns 60g smoked cheddar , sliced, yellow mustard (we used French’s), to serve 2 tbsp crispy onions",american-recipes
38,Creamed corn,"75g butter 1 onion , finely chopped 3 corn cobs 1 tsp sugar 125ml single cream grated cheddar or mozzarella",american-recipes
39,American pancakes,"200g self-raising flour 1 ½ tsp baking powder 1 tbsp golden caster sugar 3 large eggs 25g melted butter, plus extra for cooking 200ml milk vegetable oil, for cooking maple syrup toppings of your choice, such as  cooked bacon, chocolate chips, blueberries or peanut butter and jam",american-recipes
40,Baby back ribs with Carolina baste,50g light brown soft sugar 2 tbsp smoked paprika 2 tbsp English mustard powder 1 tsp celery salt 1 tsp garlic granules 4 racks baby back pork ribs (about 450g each) 250ml yellow mustard (we used French’s Classic) 150ml cider vinegar 2 tbsp treacle 75g light brown soft sugar 2 tbsp Worcestershire sauce 1-2 tbsp hot chilli sauce 2 tsp hot chilli powder,american-recipes
41,Choc chip pecan pie,"300g plain flour 75g salted butter , cubed 100g cream cheese 1 tbsp icing sugar 150g salted butter 200ml maple syrup 250g light brown soft sugar 100g dark brown soft sugar 4 eggs , beaten 1 tsp vanilla extract 400g pecans , finely chopped 200g dark chocolate chips , or a bar, chopped",american-recipes
42,American burnt onion dip,"1 onion 1 tbsp olive oil 150ml soured cream 50g mayonnaise raw vegetables , to serve",american-recipes
43,Smoky braised brisket,"800g-1kg brisket , boneless 1 tbsp light muscovado sugar 1 tsp smoked paprika pinch chilli flakes ½ tsp garlic granules ½ tsp ground cumin 1 dried chipotle chilli 1 tbsp beef dripping or neutral oil 1 onion , sliced 1 carrot , chopped 1 garlic clove , finely chopped 1 thyme sprig 1 bay leaf 1 star anise 1 lemon , zested 800ml good beef stock 1 tbsp plain flour 1 tbsp butter 1 tbsp honey 1 tbsp snipped chives 100g soured cream or crème fraîche ½ lemon , juiced jacket potatoes buttered kale",american-recipes
44,Stickiest ever BBQ ribs with chive dip,"2 racks baby back pork ribs 2 cans cola 2 tsp toasted sesame seed (optional) 8 tbsp tomato ketchup 8 tbsp soft brown sugar 2 tbsp soy sauce 2 tbsp Worcestershire sauce 2 tbsp sweet chilli sauce 1 tsp paprika 300ml pot half-fat soured cream 2 tbsp salad cream small bunch chive, snipped 6 spring onions, sliced",american-recipes
45,Sloppy joes,"1 tbsp vegetable oil 1 onion , finely chopped 2 small red peppers or yellow peppers, finely chopped 2 garlic cloves , crushed 400g minced beef 2 x 400ml cans chopped tomatoes 2 tbsp chipotle or smoky barbecue sauce 4 cheese slices 6 burger buns crispy onions , to serve iceberg lettuce , to serve",american-recipes
46,Edible cookie dough,"100g butter, softened to room temperature 175g soft brown sugar 2 tsp vanilla extract 140g plain flour 2 tbsp full-fat milk",american-recipes
47,All-American T-bone,"700g T-bone steak 2 garlic cloves , bashed ½ small pack thyme ½ tbsp olive oil 50g butter",american-recipes
