,name,ingredients,cuisine
10,Pineapple fried rice,"1½ tbsp sunflower or vegetable oil 2 eggs , beaten 2 garlic cloves , crushed small bunch of spring onions , chopped 1⁄2 tsp Chinese five-spice powder 400g cooked long-grain rice 85g frozen peas 2 tsp sesame oil 2 tbsp low-salt soy sauce 400g fresh pineapple , roughly chopped into chunks (about 1⁄2 medium pineapple)",chinese-recipes
11,Stir-fried beef with oyster sauce,"450g lean beef steak 1 tbsp light soy sauce 2 tsp sesame oil 1 tbsp Shaoxing rice wine or dry Sherry 2 tsp cornflour 3 tbsp groundnut oil 1 red pepper, cut into chunky dice 1 green pepper, cut into chunky dice 3 tbsp oyster sauce 2 spring onions, finely shredded, to garnish",chinese-recipes
12,Gunpowder chicken with dried red chillies & peanuts,"12 boneless, skinless  chicken thighs (about 900g), cut into pieces 1 tbsp dark soy sauce 2 tbsp vegetable oil 15 whole dried bird's-eye chillies 1 tsp Sichuan peppercorn , ground bunch spring onions , cut into 2.5cm pieces 50g whole  roasted peanut 5 tbsp dark soy sauce 2 tbsp Shaohsing rice wine 4 tbsp Chinese black  vinegar 4 tbsp chicken stock 1 tbsp caster sugar 1 tbsp cornflour , mixed into 1 tbsp water",chinese-recipes
13,"Sea bass with sizzled ginger, chilli & spring onions","6 x sea bass  fillets, about 140g/5oz each, skin on and scaled  about 3 tbsp sunflower oil large knob of ginger, peeled and shredded into matchsticks 3 garlic cloves, thinly sliced 3 fat, fresh red chillies deseeded and thinly shredded  bunch spring onion, shredded long-ways 1 tbsp soy sauce",chinese-recipes
14,Chinese-style braised beef one-pot,"3-4 tbsp olive oil 6 garlic cloves, thinly sliced good thumb-size piece fresh root ginger, peeled and shredded 1 bunch spring onions, sliced 1 red chilli, deseeded and thinly sliced 1 ½kg braising beef, cut into large pieces (we used ox cheek) 2 tbsp plain flour, well seasoned 1 tsp Chinese five-spice powder 2 star anise (optional) 2 tsp light muscovado sugar (or use whatever you've got) 3 tbsp Chinese cooking wine or dry sherry 3 tbsp dark soy sauce, plus more to serve 500ml beef stock (we used Knorr Touch of Taste) steamed bok choi and steamed basmati rice, to serve",chinese-recipes
15,Crispy chilli beef,"350g thin-cut  minute steak, very thinly sliced into strips 3 tbsp cornflour 2 tsp Chinese five-spice powder 100ml vegetable oil 1 red pepper, thinly sliced 1 red chilli, thinly sliced 4 spring onions, sliced, green and white parts separated 2 garlic cloves, crushed thumb-sized piece  ginger, cut into matchsticks 4 tbsp rice wine vinegar or white wine vinegar 1 tbsp soy sauce 2 tbsp sweet chilli sauce 2 tbsp tomato ketchup cooked noodles, to serve (optional) prawn crackers, to serve (optional)",chinese-recipes
16,Sticky Chinese wings & cucumber,"16 large chicken wings 125ml reduced salt soy sauce 140g dark soft brown sugar 5 tbsp white wine vinegar half cucumber , peeled into fine ribbons",chinese-recipes
17,Crisp Chinese pork,"1.3kg piece boned pork belly , skin on and scored, ask the butcher for the thin end 2 tsp Chinese five-spice powder 4 tbsp soy sauce  (we used Kikkoman) small knob fresh root ginger , grated 1 tbsp Thai sweet chilli sauce 1 spring onion , finely chopped",chinese-recipes
18,Chinese steamed bass with cabbage,"2 sea bass , or other white fish fillets 1 green or red chilli , deseeded and finely chopped 1 tsp fresh root ginger 300g green cabbage , finely shredded 2 tsp sunflower oil 1 tsp sesame oil 2 garlic cloves , thinly sliced 2 tsp low salt soy sauce",chinese-recipes
19,Chinese-style kale,"1 tbsp vegetable oil 1 large garlic clove , sliced 200g bag kale 1 tbsp soy sauce 1 tbsp oyster sauce",chinese-recipes
20,Hoisin wraps,"200g cooked turkey or chicken , cut into strips 4 tbsp hoisin sauce 2 flour tortillas ¼ cucumber , deseeded and shredded 4 spring onions , trimmed and finely shredded good handful watercress",chinese-recipes
21,Chinese-style wintery rolls,"1medium carrot , trimmed 1medium leek , trimmed, outer leaves removed ½ celeriac  or small kohlrabi, peeled 2sticks celery , trimmed 1small red onion ½ each red and  yellow pepper , cored, deseeded 1large fresh  red chilli , deseeded  2cm knob fresh  root ginger 2fat garlic cloves 25g bunch coriander , leaves picked 25g bunch flatleaf parsley , leaves picked 2-3 tbsp olive oil 1-2 tbsp soy sauce 1 tbsp sesame oil 100g mung  beansprout  or mixed bean sprouts  1 tbsp sesame seed , lightly toasted 6large spring roll wrappers (about 25cm square) 1 egg white , lightly beaten groundnut or  vegetable oil , for deep frying draining juices from  vegetables (see step 3) 1 tbsp soy sauce 1 tbsp sweet chilli sauce 2 tsp sesame oil 1 tbsp rice wine  vinegar",chinese-recipes
22,Cantonese sweet & sour chicken,"2-3 large skinless, boneless  chicken breasts , (about 400g/14oz total weight) 1 tbsp soy sauce 2 tsp sesame oil groundnut or  sunflower oil , for deep frying, plus extra for stir-frying tempura batter  (see below) 1small red pepper , cored, deseeded and roughly chopped 1medium carrot , sliced thinly on the diagonal 2fat garlic cloves , chopped 2 tsp finely chopped fresh  root ginger 3 tbsp soy sauce 3 tbsp white wine vinegar 3 tbsp sherry 1 tbsp light soft  brown sugar 1 tsp cornflour",chinese-recipes
23,Easy egg fried rice,"a mugful of American long grain rice a cupful of frozen peas 2 tbsp sunflower oil 2 back bacon  rashers, roughly chopped 1 small red pepper , chopped 2 garlic cloves , thinly sliced 2 large eggs 1 heaped tsp Chinese five-spice powder",chinese-recipes
24,Sweet & sour chicken,"sunflower or vegetable oil , for frying 100ml soda water , chilled 140g self-raising flour 25g cornflour 4 skinless, boneless chicken breasts , cut into chunks spring onions , finely shredded, to serve 1 red pepper , deseeded and chopped into chunks 3 red chillies , 1 cut into chunks, 2 halved and deseeded 425g can pineapple chunks, drained and juice reserved 4 star anise 50g tamarind paste 100g caster sugar 100ml rice wine vinegar or Chinese vinegar",chinese-recipes
25,Singapore noodles with prawns,"2 nests thin vermicelli rice noodles 1 tbsp light soy sauce 1 tbsp oyster sauce 2 tsp mild curry powder 1 tbsp sesame oil 1 garlic clove , chopped 1 red chilli , thinly sliced (deseeded if you don't like it too hot) thumb-sized piece ginger , grated 1 medium onion , sliced 1 red pepper or yellow pepper, cut into thin batons 4 spring onions , cut in half lengthways then into batons 8 raw king prawns 1 large egg , beaten coriander leaves, to serve",chinese-recipes
26,Egg-fried rice,"250g long grain rice 3 tbsp vegetable oil 1 onion, finely chopped 4 eggs, beaten 2 spring onions, sliced, to serve",chinese-recipes
27,Sichuan chicken wings,800g chicken wings 1 tbsp baking powder 1½ tsp Sichuan peppercorns 1½ tsp chilli flakes 3 tbsp Shaoxing wine 1½ tbsp garlic and ginger paste 3 tbsp dark soy sauce 3 tbsp light soy sauce 1½ tsp sesame oil 3 tbsp palm sugar chopped peanuts chilli flakes,chinese-recipes
28,Salt & pepper tofu,"396g pack firm tofu 2 tbsp cornflour 1 tsp Sichuan or black peppercorns  (or a mixture of the two), ground to a powder 2 tbsp sunflower or vegetable oil 2 red peppers , sliced ¼ broccoli head, cut into very small florets 100g beansprouts 2 tsp low-salt soy sauce sesame oil , for drizzling handful of coriander , leaves picked",chinese-recipes
29,Asian greens,"1 tbsp vegetable oil 2 tbsp oyster sauce 350g mixed Asian greens such as pak choi ,  choy sum or tatsoi",chinese-recipes
30,"Honey, sesame & orange king prawns","2 tsp sesame oil 1 large orange , zested and juiced 3 tbsp honey 2 tbsp low-salt soy sauce 1 tbsp rice vinegar 3 tbsp cornflour 2 tbsp sesame seeds generous pinch of Chinese five-spice powder 300g raw king prawns 3 tbsp sunflower or vegetable oil 1 garlic clove , thinly sliced 2 spring onions , sliced 200g long-grain rice , cooked, to serve",chinese-recipes
31,Spicy Sichuan-style prawns,"1 ½ tbsp groundnut oil 2cm piece ginger , finely chopped 2 garlic cloves , coarsely chopped 1 spring onion , finely chopped 450g raw prawns , shelled and de-veined 1 tbsp tomato purée 3 tsp chilli bean sauce 2 tsp Chinese black vinegar or cider vinegar 2 tsp golden caster sugar 2 tsp sesame oil handful coriander leaves, to serve sliced spring onion , to serve",chinese-recipes
32,Chow mein,"225g dried or fresh egg noodles 1 tbsp sesame oil, plus 1 tsp 100g boneless, skinless chicken breasts, cut into fine shreds 2½ tbsp groundnut oil 2 garlic cloves, finely chopped 50g mangetout, finely shredded 50g prosciutto or cooked ham, finely shredded 2 tsp light soy sauce 2 tsp dark soy sauce 1 tbsp Shaohsing rice wine or dry sherry ½ tsp freshly ground white pepper ½ tsp golden caster sugar 2 spring onions, finely chopped 2 tsp light soy sauce 2 tsp Shaoxing rice wine or dry Sherry 1 tsp sesame oil ½ tsp freshly ground white pepper",chinese-recipes
33,Cashew chicken,"450g boneless, skinless chicken breasts , cut into large chunks 1 egg white 1 tsp sesame oil 2 tsp cornflour 300ml groundnut oil or water, plus 2 tsp groundnut oil 100g cashew nuts 1 tbsp Shaoxing rice wine or dry Sherry 1 tbsp light soy sauce 1 shredded spring onion , to garnish",chinese-recipes
34,Pineapple fried rice,"1½ tbsp sunflower or vegetable oil 2 eggs , beaten 2 garlic cloves , crushed small bunch of spring onions , chopped 1⁄2 tsp Chinese five-spice powder 400g cooked long-grain rice 85g frozen peas 2 tsp sesame oil 2 tbsp low-salt soy sauce 400g fresh pineapple , roughly chopped into chunks (about 1⁄2 medium pineapple)",chinese-recipes
35,Stir-fried beef with oyster sauce,"450g lean beef steak 1 tbsp light soy sauce 2 tsp sesame oil 1 tbsp Shaoxing rice wine or dry Sherry 2 tsp cornflour 3 tbsp groundnut oil 1 red pepper, cut into chunky dice 1 green pepper, cut into chunky dice 3 tbsp oyster sauce 2 spring onions, finely shredded, to garnish",chinese-recipes
36,Gunpowder chicken with dried red chillies & peanuts,"12 boneless, skinless  chicken thighs (about 900g), cut into pieces 1 tbsp dark soy sauce 2 tbsp vegetable oil 15 whole dried bird's-eye chillies 1 tsp Sichuan peppercorn , ground bunch spring onions , cut into 2.5cm pieces 50g whole  roasted peanut 5 tbsp dark soy sauce 2 tbsp Shaohsing rice wine 4 tbsp Chinese black  vinegar 4 tbsp chicken stock 1 tbsp caster sugar 1 tbsp cornflour , mixed into 1 tbsp water",chinese-recipes
37,"Sea bass with sizzled ginger, chilli & spring onions","6 x sea bass  fillets, about 140g/5oz each, skin on and scaled  about 3 tbsp sunflower oil large knob of ginger, peeled and shredded into matchsticks 3 garlic cloves, thinly sliced 3 fat, fresh red chillies deseeded and thinly shredded  bunch spring onion, shredded long-ways 1 tbsp soy sauce",chinese-recipes
38,Chinese-style braised beef one-pot,"3-4 tbsp olive oil 6 garlic cloves, thinly sliced good thumb-size piece fresh root ginger, peeled and shredded 1 bunch spring onions, sliced 1 red chilli, deseeded and thinly sliced 1 ½kg braising beef, cut into large pieces (we used ox cheek) 2 tbsp plain flour, well seasoned 1 tsp Chinese five-spice powder 2 star anise (optional) 2 tsp light muscovado sugar (or use whatever you've got) 3 tbsp Chinese cooking wine or dry sherry 3 tbsp dark soy sauce, plus more to serve 500ml beef stock (we used Knorr Touch of Taste) steamed bok choi and steamed basmati rice, to serve",chinese-recipes
39,Crispy chilli beef,"350g thin-cut  minute steak, very thinly sliced into strips 3 tbsp cornflour 2 tsp Chinese five-spice powder 100ml vegetable oil 1 red pepper, thinly sliced 1 red chilli, thinly sliced 4 spring onions, sliced, green and white parts separated 2 garlic cloves, crushed thumb-sized piece  ginger, cut into matchsticks 4 tbsp rice wine vinegar or white wine vinegar 1 tbsp soy sauce 2 tbsp sweet chilli sauce 2 tbsp tomato ketchup cooked noodles, to serve (optional) prawn crackers, to serve (optional)",chinese-recipes
40,Sticky Chinese wings & cucumber,"16 large chicken wings 125ml reduced salt soy sauce 140g dark soft brown sugar 5 tbsp white wine vinegar half cucumber , peeled into fine ribbons",chinese-recipes
41,Crisp Chinese pork,"1.3kg piece boned pork belly , skin on and scored, ask the butcher for the thin end 2 tsp Chinese five-spice powder 4 tbsp soy sauce  (we used Kikkoman) small knob fresh root ginger , grated 1 tbsp Thai sweet chilli sauce 1 spring onion , finely chopped",chinese-recipes
42,Chinese steamed bass with cabbage,"2 sea bass , or other white fish fillets 1 green or red chilli , deseeded and finely chopped 1 tsp fresh root ginger 300g green cabbage , finely shredded 2 tsp sunflower oil 1 tsp sesame oil 2 garlic cloves , thinly sliced 2 tsp low salt soy sauce",chinese-recipes
43,Chinese-style kale,"1 tbsp vegetable oil 1 large garlic clove , sliced 200g bag kale 1 tbsp soy sauce 1 tbsp oyster sauce",chinese-recipes
44,Hoisin wraps,"200g cooked turkey or chicken , cut into strips 4 tbsp hoisin sauce 2 flour tortillas ¼ cucumber , deseeded and shredded 4 spring onions , trimmed and finely shredded good handful watercress",chinese-recipes
45,Chinese-style wintery rolls,"1medium carrot , trimmed 1medium leek , trimmed, outer leaves removed ½ celeriac  or small kohlrabi, peeled 2sticks celery , trimmed 1small red onion ½ each red and  yellow pepper , cored, deseeded 1large fresh  red chilli , deseeded  2cm knob fresh  root ginger 2fat garlic cloves 25g bunch coriander , leaves picked 25g bunch flatleaf parsley , leaves picked 2-3 tbsp olive oil 1-2 tbsp soy sauce 1 tbsp sesame oil 100g mung  beansprout  or mixed bean sprouts  1 tbsp sesame seed , lightly toasted 6large spring roll wrappers (about 25cm square) 1 egg white , lightly beaten groundnut or  vegetable oil , for deep frying draining juices from  vegetables (see step 3) 1 tbsp soy sauce 1 tbsp sweet chilli sauce 2 tsp sesame oil 1 tbsp rice wine  vinegar",chinese-recipes
46,Cantonese sweet & sour chicken,"2-3 large skinless, boneless  chicken breasts , (about 400g/14oz total weight) 1 tbsp soy sauce 2 tsp sesame oil groundnut or  sunflower oil , for deep frying, plus extra for stir-frying tempura batter  (see below) 1small red pepper , cored, deseeded and roughly chopped 1medium carrot , sliced thinly on the diagonal 2fat garlic cloves , chopped 2 tsp finely chopped fresh  root ginger 3 tbsp soy sauce 3 tbsp white wine vinegar 3 tbsp sherry 1 tbsp light soft  brown sugar 1 tsp cornflour",chinese-recipes
47,Easy egg fried rice,"a mugful of American long grain rice a cupful of frozen peas 2 tbsp sunflower oil 2 back bacon  rashers, roughly chopped 1 small red pepper , chopped 2 garlic cloves , thinly sliced 2 large eggs 1 heaped tsp Chinese five-spice powder",chinese-recipes
