,name,ingredients,cuisine
10,Veggie okonomiyaki,"3 large  eggs 50g plain flour 50ml milk 4 spring onions , trimmed and sliced 1 pak choi , sliced 200g Savoy  cabbage , shredded 1 red chilli , deseeded and finely chopped, plus extra to serve ½ tbsp low-salt soy sauce ½ tbsp rapeseed oil 1 heaped tbsp  low-fat  mayonnaise ½  lime , juiced sushi ginger , to serve (optional) wasabi , to serve (optional)",japanese-recipes
11,Quick sushi bowl,"150g sushi rice pinch sugar 1 tbsp rice vinegar 2 cooked salmon fillets (we used teriyaki marinated) 1 large carrot , cut into ribbons 4 tbsp pickled red cabbage handful radishes , sliced thumb-sized piece ginger , finely sliced ¼ cucumber , halved longways and sliced 1 tbsp soy sauce 1 tsp sesame seeds (optional)",japanese-recipes
12,Japanese katsudon,"1 tsp vegetable oil 1 large onion , sliced 1 breaded pork fillet – use leftover tonkatsu (see recipe below), sliced 150ml dashi or stock 1 tbsp soy 1 tsp mirin 1 tsp sugar 2 large eggs , beaten 200g cooked rice finely chopped chives , to serve",japanese-recipes
13,Smoked salmon & avocado sushi,"300g sushi rice 2 tbsp rice or white wine vinegar 1 tsp caster sugar 1 large avocado juice ½ lemon 4 sheets nori seaweed 4 large slices smoked salmon 1 bunch chives sweet soy sauce (kecap manis), to serve",japanese-recipes
14,Yakitori chicken,"100ml soy sauce 100ml mirin 50ml sake 2 tbsp caster sugar 500g boneless and skinless chicken thighs, chopped into 3cm chunks 4 spring onions , each cut into three 4 flat teppo gushi bamboo skewers (available from amazon.co.uk)",japanese-recipes
15,Goma-ae Japanese greens,"200g fine green beans , trimmed 250g spinach 4 tbsp sesame seeds , toasted 1 tbsp soy 1 tbsp caster sugar 1 tbsp white miso 1 tbsp mirin gomashio (salted sesame seeds), to serve (optional, available from amazon.co.uk)",japanese-recipes
16,Miso steak,"2 tbsp brown miso paste 1 tbsp dry sherry or sake 1 tbsp caster sugar 2 crushed garlic cloves 300g/11oz lean steak baby spinach , sliced cucumber, celery, radish and toasted sesame seeds, to serve",japanese-recipes
17,Rice & quinoa prawn sushi bowl,"100g white or brown sushi rice 20g mixed coloured quinoa 1½ tbsp rice wine vinegar ½ tbsp golden caster sugar 1 tsp oil ½ sweet potato , thinly sliced 8 large peeled prawns , cooked ¼ cucumber , halved and very finely sliced ½ avocado , thinly sliced 1 roasted nori sheet , snipped into lengths sriracha mayonnaise and sesame seeds, to serve (optional)",japanese-recipes
18,Fluffy Japanese pancakes,"150g self-raising flour ½ tsp baking powder 2 tbsp golden caster sugar 2 eggs 1 tbsp rapeseed, sunflower or grapeseed oil 180ml milk dash of vanilla extract oil spray for cooking or a mild-flavoured cooking oil (whatever you use in the batter) maple syrup, ice cream, crisp bacon, berries.",japanese-recipes
19,Katsu pork with sticky rice,"200g short-grain or  sushi rice , rinsed 100g panko breadcrumbs 1 tsp turmeric 1 tbsp vegetable oil 1 egg white 450g pork fillet , trimmed and cut into 8 pieces coriander sprigs, to garnish (optional) pickled ginger , to serve (optional) 1 tbsp vegetable oil 1 onion , chopped 1 medium carrot , grated 2 eating apples , such as Braeburn, peeled, cored and roughly chopped 2 fat garlic cloves , sliced 2 tsp medium curry powder ½ tsp ground ginger 1 tbsp tomato purée 2 tsp clear honey 1 tbsp soy sauce 1 tbsp cornflour 350ml chicken stock 1 tsp sesame oil",japanese-recipes
20,Japanese okonomiyaki,"100g plain flour ½ tsp baking powder 1 egg , lightly beaten 100ml cooled fish stock , vegetable, chicken or dashi stock 1 baby potato , peeled and grated ¼ white, pointed or sweetheart cabbage , shredded 1 spring onion , finely sliced thumb-sized piece ginger , grated 1 tsp soy sauce 1 tsp mirin 100g lightly cooked squid , king prawns or octopus (or some of each) vegetable oil , for frying 3 tbsp ketchup 1 tbsp brown sauce 1 tbsp Worcestershire sauce ½ tbsp soy sauce ½ tsp mirin 1/ tsp honey 1 tbsp mayonnaise dried bonito flakes powdered seaweed or togarashi seasoning sliced spring onion",japanese-recipes
21,Miso caramel chicken wings,"2 tbsp vegetable oil 4 tbsp white miso 1kg chicken wings 100g golden caster sugar 30g butter ½ lime , juiced 1 tbsp sesame seeds",japanese-recipes
22,Sushi burrito,"150g sushi rice 2 tsp rice wine vinegar ½ cucumber , cut into matchsticks 1 carrot , cut into matchsticks 1 tbsp soy sauce 4 nori sheets 2 tsp wasabi paste 50g pickled ginger , finely chopped 1 lime , juiced 2 very ripe avocados , halved, stoned, peeled and sliced 200g sushi grade tuna steak , sliced small pack coriander , leaves picked",japanese-recipes
23,Chicken katsu curry burger,"2 skinless chicken breasts vegetable oil or sunflower oil, for frying 500ml milk 1 garlic clove , crushed 1 tbsp shichimi togarashi (see tip) 50ml ketchup 1 tsp toasted sesame oil 1 tsp soy sauce 1 tbsp Worcestershire sauce ½ tbsp  runny honey juice ½ lime 1 tsp hot mustard 2 tsp medium curry powder 3 tbsp mayonnaise 1 egg 100g rice flour 60g panko breadcrumbs 2 burger buns (preferably brioche) handful shredded iceberg lettuce 2 spring onions , finely sliced 2 radishes , finely sliced",japanese-recipes
24,Japanese ramen noodle soup,"700ml chicken stock 3 garlic cloves, halved 4 tbsp soy sauce, plus extra to season 1 tsp Worcestershire sauce thumb-sized piece of ginger, sliced ½ tsp Chinese five spice pinch of chilli powder 1 tsp white sugar (optional) 375g ramen noodles 400g sliced cooked pork or chicken breast 2 tsp sesame oil 100g baby spinach 4 tbsp sweetcorn 4 boiled eggs, peeled and halved 1 sheet dried nori, finely shredded sliced green spring onions or shallots sprinkle of sesame seeds",japanese-recipes
25,Japanese-style bento box,"100g fresh  edamame in the pods (or frozen soya beans) handful of a favourite  fruit , such as fresh pineapple, blueberries or strawberries 100g sushi rice 1 tbsp rice vinegar ½ tsp golden caster sugar 1 sheet  nori 1 smoked mackerel fillet, about 75g, flaked 1 tbsp light  mayonnaise 2 spring onions , chopped pea-sized blob wasabi (optional) ¼ red pepper , thinly sliced lengthways, about 6 slices",japanese-recipes
26,Japanese rice/gohan,"300g sushi rice 200ml dashi (optional) 1 tbsp mirin pickles , nori, katsuobushi flakes (see tip below), sliced spring onions, to serve (optional)",japanese-recipes
27,Miso soup,"5g dried wakame seaweed 1l dashi (shop bought or see tip) 200g fresh silken tofu , or firm if you prefer, cut into 1cm cubes 2 tbsp white miso paste 3 tbsp red miso paste spring onion , finely chopped, to serve  ",japanese-recipes
28,Katsu curry,"4 tbsp rapeseed oil or vegetable oil 2 x 200g pouches cooked rice (we used brown basmati) ½ large cucumber, peeled into ribbons handful mint leaves or coriander leaves, or both lime wedges, to serve 1 tbsp rapeseed oil or vegetable oil 2 onions, chopped 2 large carrots, chopped, plus 1 peeled into ribbons 2 garlic cloves, crushed thumb-sized piece ginger, peeled and grated or finely chopped 1 tbsp curry powder, mild or medium depending on your spice tolerance ½ tsp ground turmeric 400ml can  coconut milk 2 tsp maple syrup (or use honey if not cooking for vegans) 1 tbsp cornflour 8 chicken mini fillets, or a 280-300g block firm tofu, or half and half 200g breadcrumbs (gluten-free if necessary)",japanese-recipes
29,Sushi rice,"1 cup sushi rice (about 220g) sushi rice seasoning, to taste (optional) ",japanese-recipes
30,Veggie yaki udon,"1½ tbsp sesame oil 1 red onion , cut into thin wedges 160g mangetout 70g baby corn , halved 2 baby pak choi , quartered 3 spring onions , sliced 1 large garlic clove , crushed ½ tbsp mild curry powder 4 tsp low-salt soy sauce 300g ready-to-cook udon noodles 1 tbsp pickled sushi ginger , chopped, plus 2 tbsp of the brine",japanese-recipes
31,Miso ramen,"5 tbsp miso paste 2 tbsp soy sauce 2.5cm piece ginger , grated 12 shiitake mushrooms 225g smoked tofu , cut into 4 slices 2 tbsp liquid aminos or tamari 250g soba noodles 16 ears baby corn 1 tbsp vegetable oil 8 baby pak choi 200g ready-to-eat beansprouts (if they’re not labelled ready-to-eat, cook thoroughly until steaming hot throughout) 2 red chillies , finely sliced on an angle 2 spring onions , finely sliced on an angle 4 tbsp crispy seaweed 2 tbsp black sesame seeds 1 tbsp sesame oil , to finish",japanese-recipes
32,Chuka-fu shredded cabbage,"½ green cabbage or pointed cabbage, shredded as finely as you can 1 tbsp white miso 1 tbsp soy 1 tbsp mirin 1 large lime , juiced 1 tsp sesame oil 2 tbsp vegetable oil",japanese-recipes
33,Tonkatsu pork,"4 thick boneless pork loin chops 100g plain flour 2 eggs , beaten 100g panko breadcrumbs vegetable oil , for shallow frying 2 tbsp ketchup 2 tbsp Worcestershire sauce 1 tbsp oyster sauce 2 tsp caster sugar",japanese-recipes
34,Veggie okonomiyaki,"3 large  eggs 50g plain flour 50ml milk 4 spring onions , trimmed and sliced 1 pak choi , sliced 200g Savoy  cabbage , shredded 1 red chilli , deseeded and finely chopped, plus extra to serve ½ tbsp low-salt soy sauce ½ tbsp rapeseed oil 1 heaped tbsp  low-fat  mayonnaise ½  lime , juiced sushi ginger , to serve (optional) wasabi , to serve (optional)",japanese-recipes
35,Quick sushi bowl,"150g sushi rice pinch sugar 1 tbsp rice vinegar 2 cooked salmon fillets (we used teriyaki marinated) 1 large carrot , cut into ribbons 4 tbsp pickled red cabbage handful radishes , sliced thumb-sized piece ginger , finely sliced ¼ cucumber , halved longways and sliced 1 tbsp soy sauce 1 tsp sesame seeds (optional)",japanese-recipes
36,Japanese katsudon,"1 tsp vegetable oil 1 large onion , sliced 1 breaded pork fillet – use leftover tonkatsu (see recipe below), sliced 150ml dashi or stock 1 tbsp soy 1 tsp mirin 1 tsp sugar 2 large eggs , beaten 200g cooked rice finely chopped chives , to serve",japanese-recipes
37,Smoked salmon & avocado sushi,"300g sushi rice 2 tbsp rice or white wine vinegar 1 tsp caster sugar 1 large avocado juice ½ lemon 4 sheets nori seaweed 4 large slices smoked salmon 1 bunch chives sweet soy sauce (kecap manis), to serve",japanese-recipes
38,Yakitori chicken,"100ml soy sauce 100ml mirin 50ml sake 2 tbsp caster sugar 500g boneless and skinless chicken thighs, chopped into 3cm chunks 4 spring onions , each cut into three 4 flat teppo gushi bamboo skewers (available from amazon.co.uk)",japanese-recipes
39,Goma-ae Japanese greens,"200g fine green beans , trimmed 250g spinach 4 tbsp sesame seeds , toasted 1 tbsp soy 1 tbsp caster sugar 1 tbsp white miso 1 tbsp mirin gomashio (salted sesame seeds), to serve (optional, available from amazon.co.uk)",japanese-recipes
40,Miso steak,"2 tbsp brown miso paste 1 tbsp dry sherry or sake 1 tbsp caster sugar 2 crushed garlic cloves 300g/11oz lean steak baby spinach , sliced cucumber, celery, radish and toasted sesame seeds, to serve",japanese-recipes
41,Rice & quinoa prawn sushi bowl,"100g white or brown sushi rice 20g mixed coloured quinoa 1½ tbsp rice wine vinegar ½ tbsp golden caster sugar 1 tsp oil ½ sweet potato , thinly sliced 8 large peeled prawns , cooked ¼ cucumber , halved and very finely sliced ½ avocado , thinly sliced 1 roasted nori sheet , snipped into lengths sriracha mayonnaise and sesame seeds, to serve (optional)",japanese-recipes
42,Fluffy Japanese pancakes,"150g self-raising flour ½ tsp baking powder 2 tbsp golden caster sugar 2 eggs 1 tbsp rapeseed, sunflower or grapeseed oil 180ml milk dash of vanilla extract oil spray for cooking or a mild-flavoured cooking oil (whatever you use in the batter) maple syrup, ice cream, crisp bacon, berries.",japanese-recipes
43,Katsu pork with sticky rice,"200g short-grain or  sushi rice , rinsed 100g panko breadcrumbs 1 tsp turmeric 1 tbsp vegetable oil 1 egg white 450g pork fillet , trimmed and cut into 8 pieces coriander sprigs, to garnish (optional) pickled ginger , to serve (optional) 1 tbsp vegetable oil 1 onion , chopped 1 medium carrot , grated 2 eating apples , such as Braeburn, peeled, cored and roughly chopped 2 fat garlic cloves , sliced 2 tsp medium curry powder ½ tsp ground ginger 1 tbsp tomato purée 2 tsp clear honey 1 tbsp soy sauce 1 tbsp cornflour 350ml chicken stock 1 tsp sesame oil",japanese-recipes
44,Japanese okonomiyaki,"100g plain flour ½ tsp baking powder 1 egg , lightly beaten 100ml cooled fish stock , vegetable, chicken or dashi stock 1 baby potato , peeled and grated ¼ white, pointed or sweetheart cabbage , shredded 1 spring onion , finely sliced thumb-sized piece ginger , grated 1 tsp soy sauce 1 tsp mirin 100g lightly cooked squid , king prawns or octopus (or some of each) vegetable oil , for frying 3 tbsp ketchup 1 tbsp brown sauce 1 tbsp Worcestershire sauce ½ tbsp soy sauce ½ tsp mirin 1/ tsp honey 1 tbsp mayonnaise dried bonito flakes powdered seaweed or togarashi seasoning sliced spring onion",japanese-recipes
45,Miso caramel chicken wings,"2 tbsp vegetable oil 4 tbsp white miso 1kg chicken wings 100g golden caster sugar 30g butter ½ lime , juiced 1 tbsp sesame seeds",japanese-recipes
46,Sushi burrito,"150g sushi rice 2 tsp rice wine vinegar ½ cucumber , cut into matchsticks 1 carrot , cut into matchsticks 1 tbsp soy sauce 4 nori sheets 2 tsp wasabi paste 50g pickled ginger , finely chopped 1 lime , juiced 2 very ripe avocados , halved, stoned, peeled and sliced 200g sushi grade tuna steak , sliced small pack coriander , leaves picked",japanese-recipes
47,Chicken katsu curry burger,"2 skinless chicken breasts vegetable oil or sunflower oil, for frying 500ml milk 1 garlic clove , crushed 1 tbsp shichimi togarashi (see tip) 50ml ketchup 1 tsp toasted sesame oil 1 tsp soy sauce 1 tbsp Worcestershire sauce ½ tbsp  runny honey juice ½ lime 1 tsp hot mustard 2 tsp medium curry powder 3 tbsp mayonnaise 1 egg 100g rice flour 60g panko breadcrumbs 2 burger buns (preferably brioche) handful shredded iceberg lettuce 2 spring onions , finely sliced 2 radishes , finely sliced",japanese-recipes
