,name,ingredients,cuisine
12,Chorizo & soft-boiled egg salad,"500g bag baby new potato , halved 4 eggs 225g green bean , trimmed 225g chorizo ring, sliced 1 garlic clove , sliced 2 tbsp sherry vinegar 2 tbsp chopped parsley",spanish-recipes
13,"Chorizo, potato & cheese omelette","1 small potato , cut into 2cm dice 1 tsp olive oil 50g chorizo , chopped 2-3  eggs chopped parsley 25g grated cheddar",spanish-recipes
14,Pisto con huevos,"2 tbsp olive oil 2 onions , finely chopped 4 garlic cloves , finely chopped 5 mixed peppers , chopped into chunks 1 heaped tsp dried oregano a few thyme sprigs, leaves picked 4 bay leaves 2 courgettes , chopped into chunks 1 aubergine , chopped into chunks 4 large tomatoes , roughly chopped 4 large eggs ½ small pack parsley , leaves roughly chopped",spanish-recipes
15,Chicken & chorizo rice pot,"1 tbsp oil 8 chicken pieces or 1 whole chicken, jointed  1 large onion, chopped 1 red pepper, deseeded and chopped into large chunks 3 garlic cloves, crushed 225g chorizo, skinned and sliced 1 tbsp tomato purée 1 tbsp thyme leaf, chopped 150ml white wine 850ml chicken stock 400g long grain rice 2 tbsp chopped parsley",spanish-recipes
16,Pollo en pepitoria,"good pinch of saffron 4 tbsp extra virgin olive oil 6 garlic cloves 35g blanched almonds 30g stale bread , torn 2 tbsp parsley , chopped, plus extra to serve 8 skin-on and bone-in chicken thighs 1 onion , finely chopped 1 carrot , chopped 1 celery stick, chopped 250ml dry sherry 350ml chicken stock 1 cinnamon stick , broken in two pinch of ground cloves 2 bay leaves 2 eggs , hard-boiled, shelled and halved 2 tbsp flaked almonds , toasted",spanish-recipes
17,Spanish fig & almond balls,"100g whole almond , toasted 500g pack dried whole fig , hard stalk and centre of base removed 85g dried apricot , chopped into small pieces 50g dried cranberries 1 tbsp brandy 1 tbsp clear honey 1 tsp ground cloves 100g sesame seed , toasted",spanish-recipes
18,Spanish chicken,"8 chicken thighs , skin on and bone in 3 onions , thinly sliced 2 tsp paprika zest and juice 1  lemon good handful parsley , roughly chopped 150ml stock 1 tbsp olive oil",spanish-recipes
19,Torrijas with sherry,"2 medium eggs , plus 1 egg yolk 2 tbsp double cream 2 tbsp whole milk 3 tsp golden caster sugar 3 tbsp sweet sherry 4 thick slices of soft white bread or brioche olive oil , for frying icing sugar , for dusting crème fraîche or Greek yogurt, to serve",spanish-recipes
20,"Chickpea, chorizo & spinach stew","3-4 tbsp extra-virgin olive oil 1 onion , chopped 1 carrot , finely diced 1 celery stick, finely diced few thyme sprigs 2 bay leaves 2 garlic cloves , finely chopped 200g chorizo , diced ¼ tsp cinnamon 1 tsp hot smoked paprika 2 x 410g/14oz cans chickpeas , rinsed and drained 1-2 tbsp sherry vinegar 400g bag spinach leaves, washed and drained",spanish-recipes
21,Easiest ever paella,"1 tbsp olive oil 1 leek  or onion, sliced 110g pack chorizo  sausage, chopped 1 tsp turmeric 300g long grain rice 1l hot fish or chicken stock 200g frozen pea 400g frozen seafood mix, defrosted",spanish-recipes
22,Chorizo & chickpea soup,"400g can chopped tomato 110g pack of  chorizo  sausage (unsliced) 140g wedge Savoy cabbage sprinkling dried chilli flakes 410g can chickpea , drained and rinsed 1 chicken or vegetable stock  cube crusty bread or garlic  bread, to serve",spanish-recipes
23,Ajo blanco,"200g blanched almonds 50ml extra virgin olive oil 1 garlic clove (if you like garlic, try with 1 1/2 cloves, but children may find it too strong) 1 ½ tbsp red wine vinegar",spanish-recipes
24,Spiced tortilla,"1 tbsp sunflower oil 1 onion , sliced  1 red chilli , deseeded and shredded 2 tsp curry spice  (we used coriander, cumin and turmeric) 300g cherry tomato 500g cooked potato , sliced  bunch coriander , stalks finely chopped, leaves roughly chopped 8 eggs , beaten",spanish-recipes
25,Roast cod with paella & saffron olive oil,"1 tbsp olive oil 200g raw chorizo , diced 3 large shallots , thinly sliced 3 garlic cloves , crushed 2 tsp smoked sweet paprika (pimenton) 300g paella rice 1l fish stock knob of  unsalted butter 300g prawn , chopped into bite-sized pieces handful cooked, shelled mussels , plus 18 in their shells juice ½  lemon (optional) small bunch parsley , chopped 75ml extra-virgin olive oil juice ½  lemon pinch saffron threads 1 tbsp olive oil knob of  unsalted butter 6 x 175g/6oz cod fillets, skin on squeeze lemon juice",spanish-recipes
26,Churros with chocolate dipping sauce,"50g butter, melted ½ tsp vanilla extract 250g plain flour, from a new bag (essential for absorbing the liquid) 1 tsp baking powder about 1 litre sunflower oil a few chunks of bread 200g dark chocolate, not too bitter, broken into chunks 100ml double cream 100ml whole milk 3 tbsp golden syrup ½ tsp vanilla extract, if you have some 100g caster sugar 2 tsp cinnamon",spanish-recipes
27,Padron peppers,1 tbsp olive oil 500g padron peppers,spanish-recipes
28,Next level paella,"3 tbsp olive oil 10 large raw tiger prawns in their shells, heads removed and kept  small bunch of parsley, leaves and stalks separated, leaves roughly chopped  100ml dry sherry or white wine 500g mussels large pinch of saffron strands 150g cooking chorizo, cut into chunks 1 onion, finely chopped 3 garlic cloves, finely chopped 1 medium squid (about 300g), cleaned and cut into rings with tentacles intact  2 ripe tomatoes, roughly chopped 250g paella rice 100g frozen podded broad beans or peas (or a mixture  of the two), defrosted 1 lemon, finely zested then cut into wedges  smoked sea salt (optional)",spanish-recipes
29,Spanish tortilla,"1 large white onion, sliced 4 tbsp olive oil 25g butter 400g waxy potatoes, peeled, quartered and finely sliced 6 garlic cloves 8 eggs, beaten handful flat-leaf parsley, chopped, plus extra to serve 1 baguette, sliced 4 vine tomatoes, peeled and coarsely grated drizzle of olive oil",spanish-recipes
30,Easy sangria,"2 oranges , chopped 2 pears , chopped 2 lemons , 1 chopped, 1 juiced 200g red berries , chopped (we used strawberries and cherries) 3 tbsp caster sugar 1 tsp cinnamon ice 750ml bottle light red wine 100ml Spanish brandy 300ml sparkling water",spanish-recipes
31,"Pan-fried hake, white bean & chorizo broth","450g dried white beans , such as haricot or cannellini, soaked overnight in water 4 garlic cloves , 3 left whole, 1 crushed 2 bay leaves 1 tsp thyme leaf , chopped, plus extra to serve 6 tbsp olive oil 100g good  white bread , diced 100g cooking  chorizo , skinned and chopped into small chunks 1 onion , sliced 3 tsp paprika 1l chicken stock small handful  parsley , chopped 6 hake fillets, about 125g/5oz each",spanish-recipes
32,"Clam, chorizo & white bean stew","50g chorizo , diced 1 onion , finely chopped 1 garlic clove , crushed small bunch flat-leaf parsley , ½ finely chopped, ½ roughly chopped 200ml hot stock , fish or vegetable 400g can chopped tomatoes 400g can butter beans or white beans, rinsed and drained 1 tsp sherry vinegar 600g clams , cleaned crusty bread , to serve",spanish-recipes
33,Spanish chicken pie,"1kg potatoes , chopped 3 tsp paprika (use smoked paprika if you have it) 2 tsp olive oil 2 onions , sliced 2 garlic cloves , crushed 2 x 400g cans chopped tomatoes 300g cooked chicken , shredded 140g roasted pepper from a jar, sliced (we like Karyatis) handful Kalamata olives , halved",spanish-recipes
34,Arroz al horno (baked rice),"2 tbsp extra virgin olive oil , plus extra to serve 800g thick pork belly pork slices (about 8-10 slices), halved 150g black pudding , roughly chopped 100g chunky bacon lardons 1 onion , finely chopped 2 red peppers , halved, deseeded and sliced 1 plum tomato , chopped 8 garlic cloves , roughly chopped 4 tsp smoked paprika ¼-½ tsp dried chilli flakes ½ x 400g can white beans , drained (you can use haricot, butter beans or cannellini) 1.2l chicken stock 6 thyme or rosemary sprigs 375g paella rice 1 lemon , juiced (optional)",spanish-recipes
35,Spanish sardines on toast,"1 tbsp olive oil 1 garlic clove , chopped 1 red chilli , deseeded and chopped 1 lemon , zest and juice 2 x 120g cans sardines in sunflower oil, drained 4 slices brown bread half small bunch parsley , chopped",spanish-recipes
36,Chorizo & soft-boiled egg salad,"500g bag baby new potato , halved 4 eggs 225g green bean , trimmed 225g chorizo ring, sliced 1 garlic clove , sliced 2 tbsp sherry vinegar 2 tbsp chopped parsley",spanish-recipes
37,"Chorizo, potato & cheese omelette","1 small potato , cut into 2cm dice 1 tsp olive oil 50g chorizo , chopped 2-3  eggs chopped parsley 25g grated cheddar",spanish-recipes
38,Pisto con huevos,"2 tbsp olive oil 2 onions , finely chopped 4 garlic cloves , finely chopped 5 mixed peppers , chopped into chunks 1 heaped tsp dried oregano a few thyme sprigs, leaves picked 4 bay leaves 2 courgettes , chopped into chunks 1 aubergine , chopped into chunks 4 large tomatoes , roughly chopped 4 large eggs ½ small pack parsley , leaves roughly chopped",spanish-recipes
39,Chicken & chorizo rice pot,"1 tbsp oil 8 chicken pieces or 1 whole chicken, jointed  1 large onion, chopped 1 red pepper, deseeded and chopped into large chunks 3 garlic cloves, crushed 225g chorizo, skinned and sliced 1 tbsp tomato purée 1 tbsp thyme leaf, chopped 150ml white wine 850ml chicken stock 400g long grain rice 2 tbsp chopped parsley",spanish-recipes
40,Pollo en pepitoria,"good pinch of saffron 4 tbsp extra virgin olive oil 6 garlic cloves 35g blanched almonds 30g stale bread , torn 2 tbsp parsley , chopped, plus extra to serve 8 skin-on and bone-in chicken thighs 1 onion , finely chopped 1 carrot , chopped 1 celery stick, chopped 250ml dry sherry 350ml chicken stock 1 cinnamon stick , broken in two pinch of ground cloves 2 bay leaves 2 eggs , hard-boiled, shelled and halved 2 tbsp flaked almonds , toasted",spanish-recipes
41,Spanish fig & almond balls,"100g whole almond , toasted 500g pack dried whole fig , hard stalk and centre of base removed 85g dried apricot , chopped into small pieces 50g dried cranberries 1 tbsp brandy 1 tbsp clear honey 1 tsp ground cloves 100g sesame seed , toasted",spanish-recipes
42,Spanish chicken,"8 chicken thighs , skin on and bone in 3 onions , thinly sliced 2 tsp paprika zest and juice 1  lemon good handful parsley , roughly chopped 150ml stock 1 tbsp olive oil",spanish-recipes
43,Torrijas with sherry,"2 medium eggs , plus 1 egg yolk 2 tbsp double cream 2 tbsp whole milk 3 tsp golden caster sugar 3 tbsp sweet sherry 4 thick slices of soft white bread or brioche olive oil , for frying icing sugar , for dusting crème fraîche or Greek yogurt, to serve",spanish-recipes
44,"Chickpea, chorizo & spinach stew","3-4 tbsp extra-virgin olive oil 1 onion , chopped 1 carrot , finely diced 1 celery stick, finely diced few thyme sprigs 2 bay leaves 2 garlic cloves , finely chopped 200g chorizo , diced ¼ tsp cinnamon 1 tsp hot smoked paprika 2 x 410g/14oz cans chickpeas , rinsed and drained 1-2 tbsp sherry vinegar 400g bag spinach leaves, washed and drained",spanish-recipes
45,Easiest ever paella,"1 tbsp olive oil 1 leek  or onion, sliced 110g pack chorizo  sausage, chopped 1 tsp turmeric 300g long grain rice 1l hot fish or chicken stock 200g frozen pea 400g frozen seafood mix, defrosted",spanish-recipes
46,Chorizo & chickpea soup,"400g can chopped tomato 110g pack of  chorizo  sausage (unsliced) 140g wedge Savoy cabbage sprinkling dried chilli flakes 410g can chickpea , drained and rinsed 1 chicken or vegetable stock  cube crusty bread or garlic  bread, to serve",spanish-recipes
47,Ajo blanco,"200g blanched almonds 50ml extra virgin olive oil 1 garlic clove (if you like garlic, try with 1 1/2 cloves, but children may find it too strong) 1 ½ tbsp red wine vinegar",spanish-recipes
